drug	disease	label
DB15189	C1621958	1
DB11762	C1621958	1
DB00262	C1621958	1
DB00818	C0018824	1
DB00661	C0007194	1
DB01069	C0020517	1
DB00950	C0020517	1
DB00283	C0020517	1
DB11591	C0020517	1
DB13679	C0020517	1
DB00972	C0020517	1
DB00341	C0020517	1
DB00748	C0020517	1
DB00985	C0020517	1
DB06282	C0020517	1
DB01246	C0020517	1
DB00668	C0004096	1
DB00555	C0004096	1
DB12522	C0004096	1
DB15027	C0004096	1
DB00401	C0007222	1
DB04944	C0007222	1
DB01244	C0007222	1
DB01078	C0007222	1
DB01599	C0007222	1
DB13467	C0007222	1
DB01023	C0007222	1
DB00393	C0007222	1
DB00270	C0007222	1
DB00511	C0007222	1
DB01396	C0007222	1
DB00661	C0007222	1
DB00797	C0007222	1
DB00381	C0007222	1
DB06262	C0007222	1
DB00806	C0007222	1
DB00598	C0007222	1
DB01115	C0007222	1
DB05294	C0549473	1
DB01261	C0020456	1
DB12121	C0023467	1
DB15189	C0023467	1
DB11759	C0023467	1
DB11782	C0023467	1
DB14770	C0023467	1
DB11830	C0023467	1
DB14829	C0023467	1
DB15499	C0042900	1
DB00633	C0022660	1
DB01599	C0017661	1
DB00795	C0003872	1
DB00390	C0004238	1
DB00908	C0004238	1
DB00343	C0004238	1
DB00661	C0004238	1
DB04855	C0004238	1
DB01115	C0004238	1
DB11869	C1292778	1
DB12209	C0002736	1
DB00262	C0017638	1
DB00622	C0948089	1
DB05737	C0948089	1
DB00283	C0026769	1
DB15170	C0026769	1
DB00484	C0026769	1
DB06637	C0026769	1
DB00341	C0026769	1
DB08868	C0026769	1
DB06262	C0393571	1
DB06775	C0220994	1
DB11992	C0011849	1
DB04876	C0011849	1
DB02383	C0011849	1
DB01023	C0011849	1
DB01261	C0011849	1
DB00633	C0011849	1
DB00975	C0011849	1
DB00661	C0011849	1
DB06335	C0011849	1
DB08882	C0011849	1
DB15293	C0011849	1
DB06203	C0011849	1
DB00331	C0011849	1
DB15323	C0011849	1
DB11950	C0011849	1
DB00806	C0011849	1
DB09022	C0011849	1
DB00370	C0393770	1
DB00425	C0393770	1
DB01175	C0393770	1
DB12032	C0393770	1
DB12887	C0205944	1
DB00945	C0017181	1
DB12010	C0040034	1
DB00536	C0151786	1
DB03310	C3463824	1
DB11869	C3463824	1
DB05220	C3463824	1
DB11759	C3463824	1
DB06191	C3463824	1
DB12563	C0032768	1
DB13074	C0006625	1
DB00351	C0006625	1
DB06645	C0006625	1
DB00540	C0017168	1
DB11699	C0011206	1
DB00753	C0011206	1
DB01236	C0011206	1
DB00633	C0011206	1
DB00818	C0011206	1
DB00292	C0011206	1
DB00806	C0019187	1
DB00829	C0003469	1
DB00557	C0003469	1
DB01175	C0003469	1
DB00668	C0029410	1
DB12887	C0025500	1
DB01083	C0019158	1
DB12121	C0024301	1
DB15035	C0024301	1
DB12887	C0024301	1
DB11759	C0023480	1
DB00368	C0278996	1
DB00661	C0007193	1
DB00661	C0024796	1
DB00484	C0017612	1
DB00555	C0494475	1
DB06700	C0013415	1
DB00476	C0013415	1
DB00683	C0020672	1
DB00633	C0020672	1
DB00818	C0020672	1
DB00351	C0003123	1
DB01599	C0020473	1
DB01261	C0020615	1
DB00419	C0017919	1
DB00908	C0024530	1
DB00950	C0035455	1
DB01069	C0033774	1
DB00950	C0033774	1
DB00768	C0033774	1
DB00283	C0033774	1
DB00904	C0033774	1
DB00557	C0033774	1
DB00341	C0033774	1
DB06282	C0033774	1
DB00950	C2607914	1
DB00768	C2607914	1
DB00283	C2607914	1
DB11591	C2607914	1
DB00972	C2607914	1
DB00341	C2607914	1
DB02712	C0011884	1
DB01069	C0042109	1
DB00950	C0042109	1
DB00283	C0042109	1
DB11591	C0042109	1
DB13679	C0042109	1
DB00557	C0042109	1
DB00341	C0042109	1
DB00748	C0042109	1
DB06282	C0042109	1
DB11922	C0035235	1
DB00321	C0018681	1
DB00465	C0018681	1
DB00316	C0018681	1
DB00586	C0018681	1
DB00603	C0007772	1
DB08867	C0023267	1
DB00904	C0028756	1
DB01148	C0032617	1
DB13725	C0032617	1
DB06775	C0025521	1
DB15293	C0011882	1
DB00476	C0011882	1
DB01189	C1565489	1
DB11782	C0019163	1
DB15293	C0007959	1
DB00806	C1561643	1
DB11917	C0023264	1
DB00262	C0004114	1
DB01599	C0007785	1
DB00393	C0007785	1
DB00945	C0031046	1
DB00776	C0040997	1
DB00904	C0040997	1
DB11830	C0023269	1
DB00586	C0031039	1
DB00351	C0034013	1
DB00622	C0751895	1
DB12135	C0010674	1
DB01396	C0010674	1
DB05016	C0010674	1
DB06195	C0010674	1
DB15403	C0036421	1
DB00683	C0006111	1
DB12005	C0079218	1
DB00668	C0018790	1
DB11644	C0002726	1
DB11644	C0268407	1
DB15170	C4551862	0
DB04878	C0752252	0
DB15189	C0079773	0
DB05608	C0813142	0
DB09053	C2718067	0
DB00270	C0700501	0
DB00633	C0021368	0
DB01068	C0011881	0
DB00794	C1850362	0
DB15189	C0751824	0
DB11869	C0086565	0
DB06203	C0521754	0
DB09068	C3150968	0
DB00554	C0022521	0
DB00917	C0085762	0
DB15323	C0087012	0
DB01246	C0752104	0
DB00668	C0472381	0
DB01068	C0012715	0
DB01018	C0809983	0
DB05015	C0022650	0
DB13256	C0011875	0
DB11859	C0454606	0
DB11640	C0751120	0
DB09119	C2675459	0
DB15327	C0023487	0
DB06191	C1864850	0
DB00367	C0205647	0
DB13725	C4225314	0
DB00270	C0751919	0
DB15358	C1968602	0
DB00683	C1857344	0
DB15357	C1832855	0
DB00281	C0149519	0
DB06717	C0232766	0
DB00321	C0751372	0
DB08867	C0042963	0
DB12635	C1879526	0
DB00907	C0013362	0
DB00753	C1846896	0
DB00818	C0426970	0
DB00393	C0887799	0
DB04851	C0004138	0
DB06789	C0333641	0
DB00262	C3860213	0
DB11778	C0011574	0
DB04851	C0013080	0
DB12121	C0012236	0
DB00370	C0009324	0
DB08882	C0750936	0
DB09291	C0268146	0
DB09214	C0087086	0
DB00557	C2750481	0
DB01148	C1861922	0
DB00972	C0343055	0
DB12971	C1384600	0
DB06753	C0752251	0
DB00280	C0454596	0
DB12614	C0399367	0
DB04944	C0340970	0
DB12635	C0282193	0
DB06185	C0558846	0
DB00806	C0002514	0
DB03310	C0949804	0
DB06586	C0006826	0
DB12778	C3711543	0
DB00273	C4722277	0
DB00425	C0014458	0
DB01069	C0564408	0
DB06335	C0752282	0
DB05608	C2931501	0
DB00396	C0877855	0
DB00768	C0948480	0
DB06203	C4225275	0
DB06586	C0011581	0
DB04878	C0026640	0
DB00904	C0270912	0
DB00511	C0149504	0
DB00908	C0524662	0
DB06753	C0220662	0
DB00661	C0085584	0
DB00536	C0343047	0
DB09119	C0010278	0
DB04953	C0036981	0
DB06288	C1260899	0
DB11869	C0009402	0
DB00622	C0852283	0
DB00390	C1449844	0
DB09290	C0003706	0
DB11917	C0751956	0
DB08868	C0751212	0
DB04455	C2930967	0
DB12233	C0153633	0
DB00907	C0079683	0
DB12686	C1721006	0
DB13679	C1563716	0
DB11694	C0458257	0
DB15035	C4479526	0
DB11675	C0021051	0
DB00794	C0030246	0
DB01018	C1854260	0
DB15027	C2931753	0
DB00280	C0018672	0
DB00482	C1879321	0
DB13256	C0032226	0
DB00908	C0750951	0
DB11759	C0231519	0
DB04953	C0268487	0
DB00917	C0339535	0
DB00768	C0025286	0
DB00554	C0041671	0
DB06637	C3501843	0
DB01023	C1571983	0
DB12745	C1829703	0
DB00712	C0740302	0
DB12233	C0274861	0
DB00280	C3280785	0
DB00321	C1383860	0
DB00351	C0024507	0
DB00321	C1842534	0
DB00349	C4748839	0
DB08882	C0751760	0
DB00975	C1864849	0
DB12021	C0677050	0
DB00975	C0008924	0
DB11699	C1848201	0
DB06335	C0221021	0
DB12686	C0750901	0
DB12000	C0025958	0
DB12971	C0079297	0
DB12836	C3714873	0
DB11694	C0151572	0
DB00909	C4017108	0
DB11830	C0454644	0
DB14218	C1840451	0
DB01175	C0040038	0
DB04953	C0009404	0
DB00349	C0399367	0
DB05289	C0024796	0
DB00661	C0232766	0
DB15035	C0015625	0
DB01261	C1832931	0
DB11986	C0337443	0
DB04839	C0422853	0
DB06119	C3151303	0
DB06700	C0427169	0
DB11869	C4747989	0
DB11986	C3151037	0
DB00829	C1565885	0
DB05289	C0520966	0
DB09214	C0332890	0
DB00818	C0018099	0
DB01104	C0521619	0
DB01148	C1840333	0
DB06645	C1257861	0
DB00748	C0741160	0
DB00797	C0270960	0
DB00904	C0752104	0
DB11699	C0018099	0
DB09214	C0751212	0
DB00776	C2718078	0
DB06083	C0392557	0
DB06637	C0205945	0
DB06197	C0232766	0
DB00972	C0268125	0
DB11986	C0036330	0
DB09068	C3150343	0
DB08868	C0750969	0
DB06775	C0338070	0
DB09291	C0936247	0
DB06203	C0038586	0
DB00393	C0265700	0
DB12745	C0278110	0
DB06603	C0476241	0
DB06603	C0158252	0
DB12135	C0020302	0
DB12565	C0349426	0
DB00351	C4747891	0
DB06753	C1961099	0
DB15358	C0334611	0
DB06645	C0030286	0
DB09053	C2678503	0
DB00404	C0017168	0
DB15293	C0265338	0
DB14870	C0235229	0
DB05220	C0205824	0
DB00343	C0007112	0
DB13074	C0014848	0
DB13725	C0020517	0
DB00668	C0233796	0
DB14723	C2676023	0
DB00393	C0338479	0
DB00945	C0221021	0
DB00985	C1167732	0
DB00985	C0677866	0
DB06197	C0009806	0
DB06262	C1850318	0
DB00829	C2936779	0
DB14723	C1527336	0
DB15293	C1112705	0
DB00280	C0027651	0
DB00829	C0036421	0
DB00331	C0751292	0
DB14218	C0854723	0
DB15327	C0751635	0
DB00586	C1851286	0
DB06645	C0007781	0
DB11778	C0162566	0
DB00768	C2678477	0
DB00945	C2932714	0
DB11675	C1860808	0
DB12021	C4747989	0
DB01189	C0235480	0
DB11644	C0017181	0
DB15293	C1866423	0
DB11917	C0234378	0
DB12005	C0750994	0
DB01028	C0002896	0
DB00985	C0017636	0
DB00381	C3150899	0
DB05737	C1854416	0
DB15293	C0752125	0
DB06119	C0022876	0
DB11991	C0278211	0
DB11841	C0410203	0
DB09291	C0086132	0
DB12745	C1704429	0
DB09022	C1858854	0
DB00661	C3665347	0
DB00393	C0233765	0
DB00341	C1865343	0
DB05015	C0234535	0
DB00341	C4225348	0
DB12113	C1719672	0
DB06645	C0025517	0
DB01068	C0010474	0
DB00818	C0020564	0
DB11986	C0020179	0
DB01246	C0750906	0
DB13074	C0027819	0
DB00281	C0494475	0
DB11991	C0221074	0
DB00370	C4748768	0
DB00975	C0022738	0
DB04855	C0751634	0
DB00586	C4554117	0
DB01396	C0086565	0
DB12233	C1864877	0
DB00557	C0035455	0
DB12594	C0040332	0
DB15499	C0276496	0
DB13256	C0752109	0
DB11644	C1863728	0
DB12836	C1136382	0
DB05220	C0013182	0
DB06240	C0031190	0
DB04878	C0025500	0
DB00281	C0009171	0
DB12135	C0025149	0
DB00321	C4748455	0
DB00262	C0007193	0
DB13725	C2750075	0
DB00661	C0234375	0
DB11694	C0242497	0
DB00351	C0271680	0
DB11759	C0454596	0
DB06700	C0272236	0
DB12095	C3501844	0
DB04851	C4748715	0
DB06282	C1835854	0
DB00511	C0035243	0
DB12745	C0079758	0
DB12095	C0577631	0
DB00476	C0686353	0
DB11991	C1837618	0
DB12563	C0007137	0
DB00794	C4085590	0
DB00273	C0268149	0
DB06083	C0266283	0
DB00768	C0085584	0
DB01396	C0750936	0
DB05015	C0334579	0
DB03310	C0751469	0
DB15499	C3714958	0
DB15358	C0398794	0
DB00536	C2677637	0
DB12113	C0376407	0
DB00985	C0263859	0
DB04878	C0023269	0
DB00343	C0019054	0
DB00972	C2751088	0
DB12128	C1863924	0
DB00554	C0740858	0
DB06766	C4551906	0
DB11859	C0878500	0
DB00294	C0342418	0
DB12121	C0149649	0
DB00754	C0279626	0
DB02712	C0004096	0
DB00482	C0019147	0
DB01104	C0751701	0
DB12635	C0752252	0
DB15035	C3495488	0
DB00472	C0035222	0
DB15499	C3887892	0
DB04876	C0003873	0
DB08142	C0008928	0
DB15358	C0037199	0
DB01191	C1274933	0
DB04855	C0279626	0
DB06176	C1862151	0
DB12113	C0001418	0
DB00377	C0079773	0
DB06240	C0007370	0
DB08867	C0004096	0
DB11830	C0376532	0
DB11782	C0011304	0
DB01244	C0002514	0
DB01261	C3714992	0
DB14723	C3280215	0
DB00950	C0149504	0
DB00753	C4014918	0
DB14218	C1176475	0
DB11893	C4551675	0
DB11591	C0334607	0
DB00270	C0004352	0
DB00540	C0013581	0
DB01246	C0018564	0
DB00401	C0030200	0
DB06191	C0038273	0
DB06119	C0432416	0
DB04855	C0221056	0
DB00753	C4721891	0
DB12686	C0152101	0
DB06700	C0019569	0
DB06203	C3860213	0
DB00907	C0403814	0
DB00484	C1527352	0
DB15357	C4748785	0
DB15323	C0023473	0
DB14723	C1845668	0
DB11699	C0007820	0
DB01068	C1970106	0
DB08867	C2750481	0
DB00598	C0007570	0
DB15327	C0022548	0
DB00753	C0162565	0
DB08329	C0268436	0
DB05015	C1852767	0
DB00461	C0016057	0
DB12000	C0015393	0
DB05737	C0344243	0
DB11640	C2751608	0
DB00794	C0270948	0
DB15357	C0040038	0
DB00945	C0234379	0
DB11909	C0017668	0
DB12635	C0796154	0
DB00768	C2931218	0
DB00598	C2607914	0
DB00797	C4551495	0
DB06595	C0266122	0
DB04832	C0085655	0
DB12113	C1334261	0
DB06700	C0524730	0
DB00603	C3714992	0
DB11917	C0034067	0
DB05015	C0751473	0
DB12563	C4551628	0
DB00419	C3808971	0
DB00349	C0259783	0
DB05737	C0235480	0
DB05015	C1855483	0
DB08868	C1844376	0
DB00818	C0521754	0
DB15327	C0021400	0
DB12614	C0278110	0
DB00829	C0205651	0
DB06637	C0040038	0
DB00511	C0271383	0
DB09039	C0270850	0
DB06586	C0740376	0
DB15357	C0015398	0
DB01261	C2713442	0
DB06717	C0085997	0
DB00975	C0751847	0
DB06262	C0025945	0
DB00393	C0750900	0
DB00598	C0333704	0
DB00484	C0085077	0
DB11869	C0004782	0
DB04839	C4225348	0
DB09048	C0018128	0
DB00633	C0235082	0
DB00554	C1333993	0
DB11694	C0002893	0
DB05015	C0007097	0
DB01246	C0751267	0
DB00668	C0265275	0
DB01115	C0018564	0
DB00829	C0029226	0
DB01104	C0020523	0
DB00316	C1849193	0
DB00476	C0278510	0
DB01083	C2673630	0
DB12944	C0265998	0
DB06197	C0162669	0
DB00659	C3715164	0
DB08868	C0020758	0
DB11986	C0004138	0
DB13256	C0576612	0
DB13725	C0431399	0
DB05220	C0005944	0
DB12000	C0266617	0
DB12563	C3501846	0
DB00370	C0017661	0
DB01028	C0011882	0
DB04455	C1176475	0
DB04878	C0007112	0
DB06176	C0009319	0
DB00465	C0564408	0
DB05015	C0030354	0
DB12005	C4722327	0
DB00316	C1535926	0
DB11694	C0751848	0
DB03310	C4551899	0
DB00622	C0036421	0
DB00818	C0035258	0
DB09068	C0268562	0
DB00377	C4755257	0
DB11950	C0018995	0
DB00985	C0086743	0
DB11830	C1835671	0
DB01018	C0268490	0
DB00806	C0751753	0
DB01069	C0018798	0
DB01083	C0393571	0
DB00945	C0751373	0
DB05289	C0023003	0
DB05608	C0751952	0
DB09039	C0023012	0
DB12778	C0157743	0
DB12135	C0029121	0
DB01115	C0751494	0
DB00381	C0231712	0
DB09022	C0270948	0
DB11644	C0030421	0
DB04953	C0740394	0
DB12105	C1527336	0
DB11675	C4510744	0
DB00673	C0751267	0
DB08439	C0155862	0
DB00975	C0751509	0
DB00425	C0000768	0
DB11986	C0162568	0
DB09119	C0002171	0
DB11950	C0018799	0
DB00425	C1257925	0
DB00917	C0546127	0
DB00633	C0015393	0
DB00381	C0751198	0
DB04953	C0242647	0
DB00712	C2931383	0
