drug	disease	label
DB15189	C1621958	1
DB11762	C1621958	1
DB00262	C1621958	1
DB00818	C0018824	1
DB00661	C0007194	1
DB01069	C0020517	1
DB00950	C0020517	1
DB00283	C0020517	1
DB11591	C0020517	1
DB13679	C0020517	1
DB00972	C0020517	1
DB00341	C0020517	1
DB00748	C0020517	1
DB00985	C0020517	1
DB06282	C0020517	1
DB01246	C0020517	1
DB00668	C0004096	1
DB00555	C0004096	1
DB12522	C0004096	1
DB15027	C0004096	1
DB00401	C0007222	1
DB04944	C0007222	1
DB01244	C0007222	1
DB01078	C0007222	1
DB01599	C0007222	1
DB13467	C0007222	1
DB01023	C0007222	1
DB00393	C0007222	1
DB00270	C0007222	1
DB00511	C0007222	1
DB01396	C0007222	1
DB00661	C0007222	1
DB00797	C0007222	1
DB00381	C0007222	1
DB06262	C0007222	1
DB00806	C0007222	1
DB00598	C0007222	1
DB01115	C0007222	1
DB05294	C0549473	1
DB01261	C0020456	1
DB12121	C0023467	1
DB15189	C0023467	1
DB11759	C0023467	1
DB11782	C0023467	1
DB14770	C0023467	1
DB11830	C0023467	1
DB14829	C0023467	1
DB15499	C0042900	1
DB00633	C0022660	1
DB01599	C0017661	1
DB00795	C0003872	1
DB00390	C0004238	1
DB00908	C0004238	1
DB00343	C0004238	1
DB00661	C0004238	1
DB04855	C0004238	1
DB01115	C0004238	1
DB11869	C1292778	1
DB12209	C0002736	1
DB00262	C0017638	1
DB00622	C0948089	1
DB05737	C0948089	1
DB00283	C0026769	1
DB15170	C0026769	1
DB00484	C0026769	1
DB06637	C0026769	1
DB00341	C0026769	1
DB08868	C0026769	1
DB06262	C0393571	1
DB06775	C0220994	1
DB11992	C0011849	1
DB04876	C0011849	1
DB02383	C0011849	1
DB01023	C0011849	1
DB01261	C0011849	1
DB00633	C0011849	1
DB00975	C0011849	1
DB00661	C0011849	1
DB06335	C0011849	1
DB08882	C0011849	1
DB15293	C0011849	1
DB06203	C0011849	1
DB00331	C0011849	1
DB15323	C0011849	1
DB11950	C0011849	1
DB00806	C0011849	1
DB09022	C0011849	1
DB00370	C0393770	1
DB00425	C0393770	1
DB01175	C0393770	1
DB12032	C0393770	1
DB12887	C0205944	1
DB00945	C0017181	1
DB12010	C0040034	1
DB00536	C0151786	1
DB03310	C3463824	1
DB11869	C3463824	1
DB05220	C3463824	1
DB11759	C3463824	1
DB06191	C3463824	1
DB12563	C0032768	1
DB13074	C0006625	1
DB00351	C0006625	1
DB06645	C0006625	1
DB00540	C0017168	1
DB11699	C0011206	1
DB00753	C0011206	1
DB01236	C0011206	1
DB00633	C0011206	1
DB00818	C0011206	1
DB00292	C0011206	1
DB00806	C0019187	1
DB00829	C0003469	1
DB00557	C0003469	1
DB01175	C0003469	1
DB00668	C0029410	1
DB12887	C0025500	1
DB01083	C0019158	1
DB12121	C0024301	1
DB15035	C0024301	1
DB12887	C0024301	1
DB11759	C0023480	1
DB00368	C0278996	1
DB00661	C0007193	1
DB00661	C0024796	1
DB00484	C0017612	1
DB00555	C0494475	1
DB06700	C0013415	1
DB00476	C0013415	1
DB00683	C0020672	1
DB00633	C0020672	1
DB00818	C0020672	1
DB00351	C0003123	1
DB01599	C0020473	1
DB01261	C0020615	1
DB00419	C0017919	1
DB00908	C0024530	1
DB00950	C0035455	1
DB01069	C0033774	1
DB00950	C0033774	1
DB00768	C0033774	1
DB00283	C0033774	1
DB00904	C0033774	1
DB00557	C0033774	1
DB00341	C0033774	1
DB06282	C0033774	1
DB00950	C2607914	1
DB00768	C2607914	1
DB00283	C2607914	1
DB11591	C2607914	1
DB00972	C2607914	1
DB00341	C2607914	1
DB02712	C0011884	1
DB01069	C0042109	1
DB00950	C0042109	1
DB00283	C0042109	1
DB11591	C0042109	1
DB13679	C0042109	1
DB00557	C0042109	1
DB00341	C0042109	1
DB00748	C0042109	1
DB06282	C0042109	1
DB11922	C0035235	1
DB00321	C0018681	1
DB00465	C0018681	1
DB00316	C0018681	1
DB00586	C0018681	1
DB00603	C0007772	1
DB08867	C0023267	1
DB00904	C0028756	1
DB01148	C0032617	1
DB13725	C0032617	1
DB06775	C0025521	1
DB15293	C0011882	1
DB00476	C0011882	1
DB01189	C1565489	1
DB11782	C0019163	1
DB15293	C0007959	1
DB00806	C1561643	1
DB11917	C0023264	1
DB00262	C0004114	1
DB01599	C0007785	1
DB00393	C0007785	1
DB00945	C0031046	1
DB00776	C0040997	1
DB00904	C0040997	1
DB11830	C0023269	1
DB00586	C0031039	1
DB00351	C0034013	1
DB00622	C0751895	1
DB12135	C0010674	1
DB01396	C0010674	1
DB05016	C0010674	1
DB06195	C0010674	1
DB15403	C0036421	1
DB00683	C0006111	1
DB12005	C0079218	1
DB00668	C0018790	1
DB11644	C0002726	1
DB11644	C0268407	1
DB12563	C0178416	0
DB06775	C0004930	0
DB00834	C0085129	0
DB11591	C0432417	0
DB14218	C0342898	0
DB11909	C2931689	0
DB06586	C1845292	0
DB05294	C0151744	0
DB13679	C0006868	0
DB00281	C0206686	0
DB01175	C0270914	0
DB09039	C3540662	0
DB00292	C0852283	0
DB00834	C0017638	0
DB00281	C4014516	0
DB00349	C2936170	0
DB12105	C1565950	0
DB14829	C0240991	0
DB08329	C2676023	0
DB00668	C2931662	0
DB06766	C0346627	0
DB06262	C0022660	0
DB08867	C0003496	0
DB00622	C0242497	0
DB09068	C0032580	0
DB00768	C0087169	0
DB12353	C0019693	0
DB12944	C4225218	0
DB12594	C0270948	0
DB11869	C4310638	0
DB00367	C0021841	0
DB15189	C0278876	0
DB00370	C0033141	0
DB15293	C2931037	0
DB00633	C0269102	0
DB12686	C0236811	0
DB00929	C0003504	0
DB00586	C0376358	0
DB00351	C0014072	0
DB06766	C4049005	0
DB11699	C0271384	0
DB11591	C4317124	0
DB00270	C0041696	0
DB00273	C0017168	0
DB15357	C0796085	0
DB08882	C4551495	0
DB00511	C0796070	0
DB00907	C0543859	0
DB02712	C0026650	0
DB00390	C0751830	0
DB00283	C0751753	0
DB05015	C1292779	0
DB06203	C1266043	0
DB01246	C3280415	0
DB01083	C0018099	0
DB00555	C0338502	0
DB11950	C0023452	0
DB11991	C1275278	0
DB00712	C0235574	0
DB00555	C0027888	0
DB01261	C0751407	0
DB04839	C0280783	0
DB06766	C4317009	0
DB11992	C1527311	0
DB06766	C0033847	0
DB14019	C4746985	0
DB14723	C3887485	0
DB00343	C1868683	0
DB04455	C0406537	0
DB00748	C0038586	0
DB00712	C0017920	0
DB11591	C0751831	0
DB12113	C0265633	0
DB15403	C1856184	0
DB12971	C0003504	0
DB00754	C0008479	0
DB13256	C1837008	0
DB09214	C0564408	0
DB08329	C0270458	0
DB02383	C0751263	0
DB05015	C0162820	0
DB00818	C0438414	0
DB11644	C4225238	0
DB12113	C0006114	0
DB13074	C0431362	0
DB05983	C0040822	0
DB00929	C0524661	0
DB00349	C0038433	0
DB00950	C3159311	0
DB11859	C0265222	0
DB00554	C3549874	0
DB12522	C1861456	0
DB11591	C0036349	0
DB12971	C0004138	0
DB06203	C4316791	0
DB01148	C3149117	0
DB01599	C0521757	0
DB00797	C2931498	0
DB06282	C0857501	0
DB00829	C0264893	0
DB00907	C1704417	0
DB00754	C0376618	0
DB01233	C0234373	0
DB13074	C0023281	0
DB08329	C0027659	0
DB12209	C4748838	0
DB00294	C4225383	0
DB00465	C2930471	0
DB08868	C2936719	0
DB00390	C0154017	0
DB06637	C0033847	0
DB00343	C4316903	0
DB00972	C0334609	0
DB00683	C0342418	0
DB12209	C0265354	0
DB00367	C2931037	0
DB06083	C0000768	0
DB11986	C0458247	0
DB01148	C0033975	0
DB01069	C0019193	0
DB06191	C0021367	0
DB01175	C0276496	0
DB12105	C0234254	0
DB11991	C0265213	0
DB01028	C2931891	0
DB14019	C0235082	0
DB00806	C0030246	0
DB00753	C2931383	0
DB15293	C0038506	0
DB01115	C0042900	0
DB00768	C0024305	0
DB06586	C0024232	0
DB00754	C0042133	0
DB00292	C0265261	0
DB11778	C0011991	0
DB00622	C1861827	0
DB14218	C4551968	0
DB00748	C4551675	0
DB14723	C0600427	0
DB01078	C4310796	0
DB01068	C0020473	0
DB13725	C0153619	0
DB12887	C0752282	0
DB00555	C0859976	0
DB00321	C0410226	0
DB15293	C1868681	0
DB06789	C1879645	0
DB08868	C0751479	0
DB00661	C1854260	0
DB09119	C0086540	0
DB00668	C1848600	0
DB00273	C0342777	0
DB00425	C0024507	0
DB08329	C1510450	0
DB14829	C0021841	0
DB00622	C0237326	0
DB01395	C4505390	0
DB00280	C0949804	0
DB14723	C0019337	0
DB12686	C4551985	0
DB00603	C0007131	0
DB04876	C4721509	0
DB06083	C1852372	0
DB15293	C1956130	0
DB00795	C0022387	0
DB11992	C2676498	0
DB02383	C2936170	0
DB12032	C3830362	0
DB00465	C1142166	0
DB06185	C0220669	0
DB00476	C0276496	0
DB06595	C0037997	0
DB06203	C0011644	0
DB06195	C0338479	0
DB01078	C1141890	0
DB01236	C0344243	0
DB01104	C0032045	0
DB00472	C3553788	0
DB00396	C0205697	0
DB00341	C0021846	0
DB14723	C0525041	0
DB06197	C0042900	0
DB09291	C0751832	0
DB06753	C1866029	0
DB00929	C0012715	0
DB00270	C0234535	0
DB11917	C0020578	0
DB12209	C0085997	0
DB12614	C4225304	0
DB06335	C0027765	0
DB00712	C0033626	0
DB11591	C0086438	0
DB14218	C0751438	0
DB05015	C0023186	0
DB11640	C0018995	0
DB00377	C3554224	0
DB12135	C1864839	0
DB14019	C3495488	0
DB00343	C0265699	0
DB00603	C0266617	0
DB06282	C2936718	0
DB00370	C2930619	0
DB00818	C2751608	0
DB13679	C1531647	0
DB08439	C3150968	0
DB09119	C4551675	0
DB14829	C0152171	0
DB09053	C1868675	0
DB08142	C0007302	0
DB12745	C1832855	0
DB12128	C1510450	0
DB00270	C0751056	0
DB06603	C1854260	0
DB01068	C3711543	0
DB12105	C0521659	0
DB11841	C4479526	0
DB00370	C4014578	0
DB15327	C4039473	0
DB00985	C4551485	0
DB12614	C0001418	0
DB11699	C4317123	0
DB05289	C0243057	0
DB06203	C0234370	0
DB12563	C0010278	0
DB15327	C0019372	0
DB11591	C0038219	0
DB01236	C0333704	0
DB11640	C0231712	0
DB00683	C0333704	0
DB00341	C3808494	0
DB00343	C0376358	0
DB00476	C0750935	0
DB00461	C0086664	0
DB00712	C1836448	0
DB00673	C0007758	0
DB00794	C1862263	0
DB04839	C0424071	0
DB00401	C0012734	0
DB14870	C1136209	0
DB06603	C0751038	0
DB00270	C0231689	0
DB01068	C0476241	0
DB06775	C0393770	0
DB08439	C0034063	0
DB00396	C2931662	0
DB08867	C0265260	0
DB00554	C1835854	0
DB00536	C3808991	0
DB05289	C4748768	0
DB06753	C0917730	0
DB00754	C0155127	0
DB04855	C0001430	0
DB09048	C3468561	0
DB06637	C0010674	0
DB01069	C0220704	0
DB00482	C0018799	0
DB14218	C0458257	0
DB14770	C0282631	0
DB06203	C0345905	0
DB00909	C0677866	0
DB06586	C0026766	0
DB01068	C0221043	0
DB00341	C0233796	0
DB06586	C0334634	0
DB12353	C1864818	0
DB00425	C0086541	0
DB11893	C0038325	0
DB12010	C1527396	0
DB00950	C0878676	0
DB00401	C0023434	0
DB01395	C0751461	0
DB01261	C0678807	0
DB04832	C0024306	0
DB12000	C4225426	0
DB00377	C0270764	0
DB06595	C3554607	0
DB00975	C2713442	0
DB06595	C0752124	0
DB00465	C3809104	0
DB12686	C1279420	0
DB11859	C0020672	0
DB12686	C0005138	0
DB06645	C0205645	0
DB06176	C0751919	0
DB12836	C0019202	0
DB11644	C0750906	0
DB02712	C0017636	0
DB11762	C0422852	0
DB12745	C1968602	0
DB04851	C0025261	0
DB09291	C0751083	0
DB01023	C0206762	0
DB11591	C0242423	0
DB12836	C0858252	0
DB01244	C2936419	0
DB00393	C3850148	0
DB04851	C0005910	0
DB12291	C0334607	0
DB00294	C1856448	0
DB06185	C2678503	0
DB08142	C0272048	0
DB04876	C0011195	0
DB15027	C3896578	0
DB11909	C0234372	0
DB00321	C0019337	0
DB06119	C1306856	0
DB12005	C0234379	0
DB12291	C0003165	0
DB04953	C0242788	0
DB00945	C1848600	0
DB06203	C0393695	0
DB00476	C0345904	0
DB06603	C0002622	0
DB01396	C0677866	0
DB00331	C0028738	0
DB08868	C3887506	0
DB00390	C0022658	0
DB00472	C1859727	0
DB06203	C0151699	0
DB01175	C0023903	0
DB11992	C0017920	0
DB06282	C0268487	0
DB00294	C1845070	0
DB14872	C0023487	0
DB12021	C0555198	0
DB00296	C0274859	0
DB06775	C0027626	0
DB09119	C0020651	0
DB00368	C0220597	0
DB00950	C0010246	0
DB13256	C0086666	0
DB06185	C0205651	0
DB12128	C3887980	0
DB00390	C3151752	0
DB06282	C0036118	0
DB00659	C0473527	0
DB15358	C3280527	0
DB00834	C1852438	0
DB00482	C0085655	0
DB08882	C0020578	0
DB01233	C0030804	0
DB12113	C1861848	0
DB00331	C4553297	0
DB12614	C4551487	0
DB13256	C4551720	0
DB01395	C4547080	0
DB04944	C0020179	0
DB00908	C0022661	0
DB04832	C0339527	0
DB00633	C3553859	0
DB06176	C0751364	0
DB09119	C0026654	0
DB12971	C4748759	0
DB05015	C0023003	0
DB00396	C4015080	0
DB00985	C1855008	0
DB13074	C0007134	0
DB06586	C0205697	0
DB05983	C0002896	0
DB01244	C0751212	0
DB04839	C0343047	0
DB11694	C2676024	0
DB01191	C0019080	0
DB12745	C0030305	0
DB15358	C0020437	0
DB00321	C0013362	0
DB15293	C4551906	0
DB00834	C1836916	0
DB08882	C1527383	0
DB08882	C0086922	0
DB08439	C0032045	0
DB00367	C0342418	0
DB01069	C0018784	0
DB00351	C0003865	0
DB06645	C0869523	0
DB11782	C0677866	0
DB11841	C0427149	0
DB00281	C4748455	0
DB12563	C0268386	0
DB15035	C0271680	0
DB00465	C0038220	0
DB15035	C0087169	0
DB00985	C0206726	0
DB12778	C0271271	0
DB06185	C0543669	0
DB00776	C1853214	0
DB00554	C0751267	0
DB12010	C1332965	0
DB11859	C0162671	0
DB00280	C0003467	0
DB05294	C0271386	0
DB00555	C0917816	0
DB01191	C0752332	0
DB00390	C4757950	0
DB06775	C0220669	0
DB00540	C0162848	0
DB00908	C1370889	0
DB00461	C0268125	0
DB14019	C0751831	0
DB06262	C0019816	0
DB12887	C0017168	0
DB15499	C0428977	0
DB06083	C4748785	0
DB02383	C0011644	0
DB00321	C0206160	0
DB01104	C0751038	0
DB13679	C1853100	0
DB15170	C0162316	0
DB00482	C3658266	0
DB13467	C0085762	0
DB05087	C1846648	0
DB06645	C0233767	0
DB00748	C0017919	0
DB03310	C0265110	0
DB00950	C0334608	0
DB03310	C0018203	0
DB06766	C0079218	0
DB00834	C0151699	0
DB11675	C0751408	0
DB00343	C0581391	0
DB09290	C4310764	0
DB00768	C0151603	0
DB05983	C0038160	0
DB00797	C0206644	0
DB00753	C0339573	0
DB11591	C3495874	0
DB06789	C0027627	0
DB14829	C0231698	0
DB00917	C0027708	0
DB00818	C0740340	0
DB15293	C0678202	0
DB00367	C0600178	0
DB11830	C2931037	0
DB14019	C0154693	0
DB11640	C0003838	0
DB08142	C0033937	0
DB11893	C0334607	0
DB00476	C0376359	0
DB12522	C0007820	0
DB00754	C0026837	0
DB06176	C1527337	0
DB09290	C2750824	0
DB15403	C0009421	0
DB06645	C0020437	0
DB13725	C0007193	0
DB06595	C0033578	0
DB06700	C0003165	0
DB12594	C0026141	0
DB01261	C0001621	0
DB11830	C3554355	0
DB06335	C0752252	0
DB05289	C1832409	0
DB00622	C1707291	0
DB06288	C1504412	0
DB06789	C0027796	0
DB12778	C0340569	0
DB12887	C0521754	0
DB15499	C0243050	0
DB00393	C0012243	0
DB11859	C4551628	0
DB04953	C1563709	0
DB12353	C0340970	0
DB00818	C0011265	0
