drug	disease	label
DB15189	C1621958	1
DB11762	C1621958	1
DB00262	C1621958	1
DB00818	C0018824	1
DB00661	C0007194	1
DB01069	C0020517	1
DB00950	C0020517	1
DB00283	C0020517	1
DB11591	C0020517	1
DB13679	C0020517	1
DB00972	C0020517	1
DB00341	C0020517	1
DB00748	C0020517	1
DB00985	C0020517	1
DB06282	C0020517	1
DB01246	C0020517	1
DB00668	C0004096	1
DB00555	C0004096	1
DB12522	C0004096	1
DB15027	C0004096	1
DB00401	C0007222	1
DB04944	C0007222	1
DB01244	C0007222	1
DB01078	C0007222	1
DB01599	C0007222	1
DB13467	C0007222	1
DB01023	C0007222	1
DB00393	C0007222	1
DB00270	C0007222	1
DB00511	C0007222	1
DB01396	C0007222	1
DB00661	C0007222	1
DB00797	C0007222	1
DB00381	C0007222	1
DB06262	C0007222	1
DB00806	C0007222	1
DB00598	C0007222	1
DB01115	C0007222	1
DB05294	C0549473	1
DB01261	C0020456	1
DB12121	C0023467	1
DB15189	C0023467	1
DB11759	C0023467	1
DB11782	C0023467	1
DB14770	C0023467	1
DB11830	C0023467	1
DB14829	C0023467	1
DB15499	C0042900	1
DB00633	C0022660	1
DB01599	C0017661	1
DB00795	C0003872	1
DB00390	C0004238	1
DB00908	C0004238	1
DB00343	C0004238	1
DB00661	C0004238	1
DB04855	C0004238	1
DB01115	C0004238	1
DB11869	C1292778	1
DB12209	C0002736	1
DB00262	C0017638	1
DB00622	C0948089	1
DB05737	C0948089	1
DB00283	C0026769	1
DB15170	C0026769	1
DB00484	C0026769	1
DB06637	C0026769	1
DB00341	C0026769	1
DB08868	C0026769	1
DB06262	C0393571	1
DB06775	C0220994	1
DB11992	C0011849	1
DB04876	C0011849	1
DB02383	C0011849	1
DB01023	C0011849	1
DB01261	C0011849	1
DB00633	C0011849	1
DB00975	C0011849	1
DB00661	C0011849	1
DB06335	C0011849	1
DB08882	C0011849	1
DB15293	C0011849	1
DB06203	C0011849	1
DB00331	C0011849	1
DB15323	C0011849	1
DB11950	C0011849	1
DB00806	C0011849	1
DB09022	C0011849	1
DB00370	C0393770	1
DB00425	C0393770	1
DB01175	C0393770	1
DB12032	C0393770	1
DB12887	C0205944	1
DB00945	C0017181	1
DB12010	C0040034	1
DB00536	C0151786	1
DB03310	C3463824	1
DB11869	C3463824	1
DB05220	C3463824	1
DB11759	C3463824	1
DB06191	C3463824	1
DB12563	C0032768	1
DB13074	C0006625	1
DB00351	C0006625	1
DB06645	C0006625	1
DB00540	C0017168	1
DB11699	C0011206	1
DB00753	C0011206	1
DB01236	C0011206	1
DB00633	C0011206	1
DB00818	C0011206	1
DB00292	C0011206	1
DB00806	C0019187	1
DB00829	C0003469	1
DB00557	C0003469	1
DB01175	C0003469	1
DB00668	C0029410	1
DB12887	C0025500	1
DB01083	C0019158	1
DB12121	C0024301	1
DB15035	C0024301	1
DB12887	C0024301	1
DB11759	C0023480	1
DB00368	C0278996	1
DB00661	C0007193	1
DB00661	C0024796	1
DB00484	C0017612	1
DB00555	C0494475	1
DB06700	C0013415	1
DB00476	C0013415	1
DB00683	C0020672	1
DB00633	C0020672	1
DB00818	C0020672	1
DB00351	C0003123	1
DB01599	C0020473	1
DB01261	C0020615	1
DB00419	C0017919	1
DB00908	C0024530	1
DB00950	C0035455	1
DB01069	C0033774	1
DB00950	C0033774	1
DB00768	C0033774	1
DB00283	C0033774	1
DB00904	C0033774	1
DB00557	C0033774	1
DB00341	C0033774	1
DB06282	C0033774	1
DB00950	C2607914	1
DB00768	C2607914	1
DB00283	C2607914	1
DB11591	C2607914	1
DB00972	C2607914	1
DB00341	C2607914	1
DB02712	C0011884	1
DB01069	C0042109	1
DB00950	C0042109	1
DB00283	C0042109	1
DB11591	C0042109	1
DB13679	C0042109	1
DB00557	C0042109	1
DB00341	C0042109	1
DB00748	C0042109	1
DB06282	C0042109	1
DB11922	C0035235	1
DB00321	C0018681	1
DB00465	C0018681	1
DB00316	C0018681	1
DB00586	C0018681	1
DB00603	C0007772	1
DB08867	C0023267	1
DB00904	C0028756	1
DB01148	C0032617	1
DB13725	C0032617	1
DB06775	C0025521	1
DB15293	C0011882	1
DB00476	C0011882	1
DB01189	C1565489	1
DB11782	C0019163	1
DB15293	C0007959	1
DB00806	C1561643	1
DB11917	C0023264	1
DB00262	C0004114	1
DB01599	C0007785	1
DB00393	C0007785	1
DB00945	C0031046	1
DB00776	C0040997	1
DB00904	C0040997	1
DB11830	C0023269	1
DB00586	C0031039	1
DB00351	C0034013	1
DB00622	C0751895	1
DB12135	C0010674	1
DB01396	C0010674	1
DB05016	C0010674	1
DB06195	C0010674	1
DB15403	C0036421	1
DB00683	C0006111	1
DB12005	C0079218	1
DB00668	C0018790	1
DB11644	C0002726	1
DB11644	C0268407	1
DB00390	C0751471	0
DB08868	C3887980	0
DB04839	C3714506	0
DB00908	C1837245	0
DB00273	C0233794	0
DB13256	C0235153	0
DB08867	C0004134	0
DB01148	C0000768	0
DB14019	C0751509	0
DB01115	C0024115	0
DB11869	C0003165	0
DB15499	C0085622	0
DB00668	C4551910	0
DB01236	C0242422	0
DB05087	C3549845	0
DB00661	C4505353	0
DB00909	C0392164	0
DB06645	C3887980	0
DB05015	C0020429	0
DB01599	C0751303	0
DB15327	C1334271	0
DB09048	C0751190	0
DB15357	C0006261	0
DB11992	C0494475	0
DB11640	C1861689	0
DB00904	C0043020	0
DB14829	C0007138	0
DB00972	C1334271	0
DB04878	C1862939	0
DB05737	C0018965	0
DB00683	C2936718	0
DB11644	C0027497	0
DB00683	C2932678	0
DB12095	C0010308	0
DB12686	C0333233	0
DB00748	C4551966	0
DB00540	C0265610	0
DB01023	C3159311	0
DB12614	C1708349	0
DB08142	C1275278	0
DB00341	C0403814	0
DB00465	C2931245	0
DB00370	C0029459	0
DB12686	C0948896	0
DB01236	C0007787	0
DB00396	C0205649	0
DB04944	C0086432	0
DB00331	C2350037	0
DB00598	C0002884	0
DB00343	C1833053	0
DB00794	C0001624	0
DB05016	C2676232	0
DB12686	C0751292	0
DB00351	C2751763	0
DB09291	C0278996	0
DB09214	C0030354	0
DB01246	C0751846	0
DB15403	C0032460	0
DB06203	C0009324	0
DB00482	C3891815	0
DB12594	C0162351	0
DB06700	C3280378	0
DB00404	C1863924	0
DB15189	C0205696	0
DB03310	C0752121	0
DB01395	C0014324	0
DB02712	C0021124	0
DB08882	C0175707	0
DB00754	C0009324	0
DB11986	C1858854	0
DB12209	C1858558	0
DB00296	C0023944	0
DB00806	C1623209	0
DB12021	C0007873	0
DB05015	C1864694	0
DB00472	C3714992	0
DB00633	C2750067	0
DB00554	C0007282	0
DB00401	C1168401	0
DB00712	C0422850	0
DB00316	C1845181	0
DB06203	C4225183	0
DB08142	C1843920	0
DB00396	C3468561	0
DB01083	C0018995	0
DB11675	C0399376	0
DB06775	C3554607	0
DB12971	C0456891	0
DB01078	C0005683	0
DB00659	C3151066	0
DB06083	C1868683	0
DB13256	C3151189	0
DB08142	C0235063	0
DB06176	C0346163	0
DB00712	C1864849	0
DB00377	C0014175	0
DB04832	C0346647	0
DB00555	C0342418	0
DB06197	C0024517	0
DB12522	C0028756	0
DB09068	C0023532	0
DB01191	C0162566	0
DB09290	C0023493	0
DB04953	C0011265	0
DB09048	C0948216	0
DB00917	C0338831	0
DB11859	C4279912	0
DB11991	C0018814	0
DB00349	C3501846	0
DB05220	C0268125	0
DB05294	C1847501	0
DB14870	C0749794	0
DB00273	C0242706	0
DB00972	C0002879	0
DB14218	C1847626	0
DB06119	C0041755	0
DB00555	C0750974	0
DB00622	C0231696	0
DB06176	C0458259	0
DB06766	C0039841	0
DB00554	C4746986	0
DB00393	C0025500	0
DB00331	C0242706	0
DB00393	C0009241	0
DB00950	C0948089	0
DB00296	C2676498	0
DB08868	C1859726	0
DB00806	C0013502	0
DB13725	C0751753	0
DB01018	C1848172	0
DB00283	C4225195	0
DB00292	C0265534	0
DB00425	C0008149	0
DB00482	C0271674	0
DB09039	C1860819	0
DB06637	C0271384	0
DB00908	C0002622	0
DB00659	C0751636	0
DB15035	C0857007	0
DB04953	C4042891	0
DB14019	C0334610	0
DB00776	C0877781	0
DB00393	C1330966	0
DB00419	C0403823	0
DB04839	C4275067	0
DB04944	C0270763	0
DB00603	C2931367	0
DB00280	C0424605	0
DB00904	C4721952	0
DB00748	C0087086	0
DB00917	C0751565	0
DB15323	C0917731	0
DB15293	C0555198	0
DB00748	C0393953	0
DB06766	C0752098	0
DB05294	C0600228	0
DB01069	C0079765	0
DB04851	C4693784	0
DB08882	C1854416	0
DB06176	C1292772	0
DB11986	C0265581	0
DB12563	C1840235	0
DB13467	C0271383	0
DB04832	C0600427	0
DB08868	C0040128	0
DB00754	C0003850	0
DB12565	C0030805	0
DB00834	C0242973	0
DB06197	C0431363	0
DB00465	C3489728	0
DB09214	C0009405	0
DB00834	C0007273	0
DB12778	C0685889	0
DB06288	C3810363	0
DB00972	C0268505	0
DB01396	C0206617	0
DB13256	C0339985	0
DB11640	C0424082	0
DB06119	C3279699	0
DB14723	C0751212	0
DB01261	C0339143	0
DB06766	C2985290	0
DB00296	C0751956	0
DB11759	C0027806	0
DB00465	C0271148	0
DB00390	C3502353	0
DB11778	C0038868	0
DB00377	C0796004	0
DB11859	C2930618	0
DB06717	C4748803	0
DB00668	C0022578	0
DB12105	C0162530	0
DB11762	C2677770	0
DB00661	C0032580	0
DB11869	C0006625	0
DB06197	C0268490	0
DB15170	C2749022	0
DB12686	C3150968	0
DB00797	C1853100	0
DB15035	C1527383	0
DB00377	C0454597	0
DB06282	C0034067	0
DB00283	C0520966	0
DB01148	C0948480	0
DB00393	C0017920	0
DB09068	C2931277	0
DB00390	C0263454	0
DB00908	C0086237	0
DB00273	C0751093	0
DB12971	C0007785	0
DB04878	C0432417	0
DB00929	C0002152	0
DB00281	C1504412	0
DB12095	C0079218	0
DB00316	C0002962	0
DB11759	C0018824	0
DB00511	C0265215	0
DB06203	C0271384	0
DB06717	C2931822	0
DB15189	C1721006	0
DB09214	C0012715	0
DB04832	C0234371	0
DB00794	C1832388	0
DB06753	C2932678	0
DB12971	C0080178	0
DB00985	C0342684	0
DB01028	C1456865	0
DB00712	C2750075	0
DB11869	C0080203	0
DB00975	C0001733	0
DB11841	C0020429	0
DB06288	C3658290	0
DB01246	C0333704	0
DB00659	C0162568	0
DB15323	C0037997	0
DB00972	C0677050	0
DB05016	C0009451	0
DB11986	C2931760	0
DB04832	C0002895	0
DB01396	C0752100	0
DB06335	C0086565	0
DB15170	C2750078	0
DB00404	C0023264	0
DB12032	C0022578	0
DB04953	C2700406	0
DB12021	C0007282	0
DB06288	C0035828	0
DB00292	C0399367	0
DB00603	C0024809	0
DB01018	C0020443	0
DB00603	C0268318	0
DB00557	C0265287	0
DB12594	C4552072	0
DB00909	C1851920	0
DB08882	C0221021	0
DB12135	C0752124	0
DB11759	C0751474	0
DB12128	C0029927	0
DB00795	C0029410	0
DB01191	C1112155	0
DB13467	C0086132	0
DB15027	C0205645	0
DB09291	C0007286	0
DB02383	C0233608	0
DB09039	C0007785	0
DB00482	C0079731	0
DB05737	C2931228	0
DB00598	C0454644	0
DB12291	C0010246	0
DB00797	C0392699	0
DB00270	C0031039	0
DB06595	C3809001	0
DB12105	C0032226	0
DB06595	C1857941	0
DB00321	C0339143	0
DB15403	C4693405	0
DB01028	C2931286	0
DB01115	C4225217	0
DB00904	C1832388	0
DB11859	C3809427	0
DB08439	C4225359	0
DB00917	C1384406	0
DB14723	C0476089	0
DB00393	C0271389	0
DB00945	C4310638	0
DB12563	C0334580	0
DB11859	C0157743	0
DB05015	C0751510	0
DB00795	C1879321	0
DB06203	C0009319	0
DB01115	C0162670	0
DB00351	C1563709	0
DB00377	C4721806	0
DB06586	C0020619	0
DB00668	C0002395	0
DB00377	C0018818	0
DB01599	C3280795	0
DB12010	C4551825	0
DB00511	C0025193	0
DB04944	C0949664	0
DB08868	C1848199	0
DB13074	C0036069	0
DB01233	C0279702	0
DB00262	C0032914	0
DB15027	C4755257	0
DB03310	C0393953	0
DB12291	C1319466	0
DB12463	C1535926	0
DB01191	C0015393	0
DB01236	C0028838	0
DB05016	C0221021	0
DB06580	C3495591	0
DB00748	C0564408	0
DB11830	C0149925	0
DB05737	C0432197	0
DB00540	C0220998	0
DB01396	C0454644	0
DB04839	C0024121	0
DB06335	C0345419	0
DB12944	C0043094	0
DB15027	C0268505	0
DB09291	C0432098	0
DB08142	C0234146	0
DB05016	C0015704	0
DB01068	C0338488	0
DB04455	C3661489	0
DB11859	C0751953	0
DB05294	C0751851	0
DB15357	C2239176	0
DB04851	C0242706	0
DB11922	C0270844	0
DB01078	C1848554	0
DB13256	C1855520	0
DB00907	C0042963	0
DB00818	C0279702	0
DB14019	C1279420	0
DB11841	C0279530	0
DB01244	C0268561	0
DB01236	C0853897	0
DB00482	C1333990	0
DB00633	C0751120	0
DB11986	C0524851	0
DB00472	C0410203	0
DB01396	C0337443	0
DB15027	C0265554	0
DB14218	C0085215	0
DB05737	C0014556	0
DB11675	C0153633	0
DB09119	C2678476	0
DB00367	C0153349	0
DB06262	C0281784	0
DB01148	C0036457	0
DB00316	C0021841	0
DB12563	C3887876	0
DB00316	C0278211	0
DB00270	C4279912	0
DB14218	C1333991	0
DB00603	C0236663	0
DB00294	C3805411	0
DB01233	C4551899	0
DB06753	C0242973	0
DB06700	C0023186	0
DB13467	C1864877	0
DB00712	C0271680	0
DB00511	C1879321	0
DB15170	C0340485	0
DB00659	C0005129	0
DB14723	C0265535	0
DB03310	C1370419	0
DB01104	C0024668	0
DB00554	C0265780	0
DB13256	C0038160	0
DB00683	C1840253	0
DB05608	C0079683	0
DB06766	C0524702	0
DB01078	C4748759	0
DB06195	C0019816	0
DB06766	C0948089	0
DB00753	C0027819	0
DB12010	C0020473	0
DB12010	C0034063	0
DB01175	C0751829	0
DB11991	C3714618	0
DB01078	C1275668	0
DB00929	C0020517	0
DB00390	C1849699	0
DB06119	C0393706	0
DB01599	C0151699	0
DB11644	C1565662	0
DB14872	C0750940	0
DB00465	C1857512	0
DB00712	C0025322	0
DB00390	C0005899	0
DB11917	C0037926	0
DB01069	C1959583	0
DB00484	C0750907	0
DB01261	C0403823	0
DB00598	C0013182	0
DB11991	C0020192	0
DB15358	C1319853	0
DB00555	C3551954	0
DB12032	C4015388	0
DB00540	C0751020	0
DB00294	C0041912	0
DB05087	C0751701	0
DB11694	C0149871	0
DB11640	C0496956	0
DB08329	C2750824	0
DB00331	C1859727	0
DB06191	C0422852	0
DB04944	C0035220	0
DB04855	C0431406	0
DB06191	C0205815	0
DB00461	C0678222	0
DB06203	C0751088	0
DB00683	C1848172	0
DB00818	C1719672	0
DB05608	C0032045	0
DB12635	C0003838	0
DB12032	C0018213	0
DB04953	C0000786	0
DB12000	C0270720	0
DB00465	C0009241	0
DB01396	C3714756	0
DB11591	C1857775	0
DB12233	C0020437	0
DB00349	C0521659	0
DB13074	C0423623	0
DB01396	C0178417	0
DB01018	C0085298	0
DB09119	C0006114	0
DB14770	C1571983	0
DB00557	C0344516	0
DB15293	C0751747	0
DB00715	C0036330	0
DB15327	C0024302	0
DB06083	C0427177	0
DB11950	C0454598	0
DB06645	C2931277	0
DB00673	C0740376	0
DB04878	C0033975	0
DB00818	C0036337	0
DB00292	C0034063	0
DB00370	C0236811	0
DB00280	C0349218	0
DB01244	C0009404	0
DB00797	C0038580	0
DB01395	C0598589	0
DB00754	C0025290	0
DB00554	C1851936	0
DB12971	C2678484	0
DB01599	C0848676	0
DB04953	C0271673	0
DB14872	C0205825	0
DB00390	C1527337	0
DB00540	C0234146	0
DB12594	C0454644	0
DB15323	C0023003	0
DB12614	C0036069	0
DB14723	C0016059	0
DB00554	C0685889	0
DB14870	C3554398	0
DB00465	C0018273	0
