drug	disease	label
DB15189	C1621958	1
DB11762	C1621958	1
DB00262	C1621958	1
DB00818	C0018824	1
DB00661	C0007194	1
DB01069	C0020517	1
DB00950	C0020517	1
DB00283	C0020517	1
DB11591	C0020517	1
DB13679	C0020517	1
DB00972	C0020517	1
DB00341	C0020517	1
DB00748	C0020517	1
DB00985	C0020517	1
DB06282	C0020517	1
DB01246	C0020517	1
DB00668	C0004096	1
DB00555	C0004096	1
DB12522	C0004096	1
DB15027	C0004096	1
DB00401	C0007222	1
DB04944	C0007222	1
DB01244	C0007222	1
DB01078	C0007222	1
DB01599	C0007222	1
DB13467	C0007222	1
DB01023	C0007222	1
DB00393	C0007222	1
DB00270	C0007222	1
DB00511	C0007222	1
DB01396	C0007222	1
DB00661	C0007222	1
DB00797	C0007222	1
DB00381	C0007222	1
DB06262	C0007222	1
DB00806	C0007222	1
DB00598	C0007222	1
DB01115	C0007222	1
DB05294	C0549473	1
DB01261	C0020456	1
DB12121	C0023467	1
DB15189	C0023467	1
DB11759	C0023467	1
DB11782	C0023467	1
DB14770	C0023467	1
DB11830	C0023467	1
DB14829	C0023467	1
DB15499	C0042900	1
DB00633	C0022660	1
DB01599	C0017661	1
DB00795	C0003872	1
DB00390	C0004238	1
DB00908	C0004238	1
DB00343	C0004238	1
DB00661	C0004238	1
DB04855	C0004238	1
DB01115	C0004238	1
DB11869	C1292778	1
DB12209	C0002736	1
DB00262	C0017638	1
DB00622	C0948089	1
DB05737	C0948089	1
DB00283	C0026769	1
DB15170	C0026769	1
DB00484	C0026769	1
DB06637	C0026769	1
DB00341	C0026769	1
DB08868	C0026769	1
DB06262	C0393571	1
DB06775	C0220994	1
DB11992	C0011849	1
DB04876	C0011849	1
DB02383	C0011849	1
DB01023	C0011849	1
DB01261	C0011849	1
DB00633	C0011849	1
DB00975	C0011849	1
DB00661	C0011849	1
DB06335	C0011849	1
DB08882	C0011849	1
DB15293	C0011849	1
DB06203	C0011849	1
DB00331	C0011849	1
DB15323	C0011849	1
DB11950	C0011849	1
DB00806	C0011849	1
DB09022	C0011849	1
DB00370	C0393770	1
DB00425	C0393770	1
DB01175	C0393770	1
DB12032	C0393770	1
DB12887	C0205944	1
DB00945	C0017181	1
DB12010	C0040034	1
DB00536	C0151786	1
DB03310	C3463824	1
DB11869	C3463824	1
DB05220	C3463824	1
DB11759	C3463824	1
DB06191	C3463824	1
DB12563	C0032768	1
DB13074	C0006625	1
DB00351	C0006625	1
DB06645	C0006625	1
DB00540	C0017168	1
DB11699	C0011206	1
DB00753	C0011206	1
DB01236	C0011206	1
DB00633	C0011206	1
DB00818	C0011206	1
DB00292	C0011206	1
DB00806	C0019187	1
DB00829	C0003469	1
DB00557	C0003469	1
DB01175	C0003469	1
DB00668	C0029410	1
DB12887	C0025500	1
DB01083	C0019158	1
DB12121	C0024301	1
DB15035	C0024301	1
DB12887	C0024301	1
DB11759	C0023480	1
DB00368	C0278996	1
DB00661	C0007193	1
DB00661	C0024796	1
DB00484	C0017612	1
DB00555	C0494475	1
DB06700	C0013415	1
DB00476	C0013415	1
DB00683	C0020672	1
DB00633	C0020672	1
DB00818	C0020672	1
DB00351	C0003123	1
DB01599	C0020473	1
DB01261	C0020615	1
DB00419	C0017919	1
DB00908	C0024530	1
DB00950	C0035455	1
DB01069	C0033774	1
DB00950	C0033774	1
DB00768	C0033774	1
DB00283	C0033774	1
DB00904	C0033774	1
DB00557	C0033774	1
DB00341	C0033774	1
DB06282	C0033774	1
DB00950	C2607914	1
DB00768	C2607914	1
DB00283	C2607914	1
DB11591	C2607914	1
DB00972	C2607914	1
DB00341	C2607914	1
DB02712	C0011884	1
DB01069	C0042109	1
DB00950	C0042109	1
DB00283	C0042109	1
DB11591	C0042109	1
DB13679	C0042109	1
DB00557	C0042109	1
DB00341	C0042109	1
DB00748	C0042109	1
DB06282	C0042109	1
DB11922	C0035235	1
DB00321	C0018681	1
DB00465	C0018681	1
DB00316	C0018681	1
DB00586	C0018681	1
DB00603	C0007772	1
DB08867	C0023267	1
DB00904	C0028756	1
DB01148	C0032617	1
DB13725	C0032617	1
DB06775	C0025521	1
DB15293	C0011882	1
DB00476	C0011882	1
DB01189	C1565489	1
DB11782	C0019163	1
DB15293	C0007959	1
DB00806	C1561643	1
DB11917	C0023264	1
DB00262	C0004114	1
DB01599	C0007785	1
DB00393	C0007785	1
DB00945	C0031046	1
DB00776	C0040997	1
DB00904	C0040997	1
DB11830	C0023269	1
DB00586	C0031039	1
DB00351	C0034013	1
DB00622	C0751895	1
DB12135	C0010674	1
DB01396	C0010674	1
DB05016	C0010674	1
DB06195	C0010674	1
DB15403	C0036421	1
DB00683	C0006111	1
DB12005	C0079218	1
DB00668	C0018790	1
DB11644	C0002726	1
DB11644	C0268407	1
DB12032	C0027765	0
DB12010	C0018524	0
DB00768	C0034067	0
DB00482	C0234371	0
DB14770	C0221056	0
DB12836	C0751855	0
DB00316	C0476241	0
DB12836	C0010308	0
DB13074	C0458247	0
DB00404	C4225206	0
DB11591	C0751496	0
DB15170	C0009375	0
DB00280	C0751036	0
DB12128	C0020192	0
DB12944	C0949496	0
DB00929	C0038870	0
DB11644	C0346627	0
DB00668	C4225195	0
DB13256	C0270458	0
DB00294	C4746986	0
DB01104	C0521573	0
DB00316	C0152171	0
DB00829	C4551485	0
DB14829	C0233796	0
DB06753	C0152101	0
DB09048	C0342684	0
DB14218	C0030246	0
DB14218	C1837618	0
DB01104	C0266508	0
DB09068	C1855466	0
DB11991	C2930844	0
DB00461	C0543669	0
DB11762	C4053736	0
DB00316	C2936786	0
DB00484	C0233565	0
DB12128	C0268407	0
DB00661	C0751829	0
DB09039	C0796085	0
DB09022	C0020538	0
DB00349	C0431363	0
DB09048	C2676723	0
DB00795	C0003850	0
DB15035	C0279628	0
DB00476	C0003875	0
DB15323	C0232766	0
DB00776	C0521757	0
DB12522	C0162316	0
DB00381	C0001969	0
DB00985	C0231698	0
DB06083	C0028797	0
DB12233	C0745103	0
DB04878	C0041349	0
DB00795	C0266548	0
DB00950	C0019284	0
DB11841	C1837218	0
DB12686	C1692886	0
DB11675	C0037274	0
DB05608	C0040427	0
DB05294	C0750887	0
DB00712	C1527390	0
DB04944	C0041955	0
DB12944	C3809427	0
DB12522	C0376323	0
DB02383	C0003486	0
DB01148	C0004403	0
DB00715	C2751826	0
DB00296	C0399376	0
DB11893	C1704374	0
DB00557	C0024667	0
DB12887	C0001430	0
DB00776	C3896578	0
DB12686	C0018128	0
DB13679	C1565886	0
DB14770	C3501843	0
DB11950	C0038354	0
DB05289	C0750906	0
DB00929	C1567257	0
DB11644	C0011633	0
DB15189	C1266044	0
DB11917	C2931891	0
DB12121	C0040427	0
DB00917	C0080178	0
DB00404	C0241832	0
DB14218	C0039292	0
DB09291	C0555198	0
DB00661	C0020452	0
DB15293	C0454597	0
DB06282	C0027661	0
DB11869	C1112705	0
DB02383	C0086438	0
DB00673	C0235833	0
DB06789	C0271148	0
DB04832	C4048158	0
DB12010	C1835854	0
DB06700	C0494261	0
DB04876	C0038868	0
DB01078	C1849699	0
DB06191	C0751955	0
DB00945	C0270948	0
DB12686	C1859726	0
DB00476	C4551675	0
DB01018	C1306837	0
DB01246	C0001969	0
DB14019	C0011195	0
DB00472	C0008313	0
DB12209	C0015530	0
DB12836	C0751292	0
DB14829	C0544668	0
DB12021	C0234996	0
DB00985	C0751565	0
DB06603	C0410203	0
DB00829	C0018932	0
DB05983	C0751469	0
DB00586	C0745103	0
DB06119	C0751480	0
DB11759	C0035228	0
DB06176	C3809665	0
DB12745	C0234230	0
DB00465	C0751364	0
DB09290	C4015405	0
DB06586	C0014558	0
DB12594	C1510586	0
DB15027	C1864389	0
DB00367	C0234230	0
DB12778	C0040715	0
DB05087	C0521757	0
DB06753	C4225348	0
DB12635	C0023448	0
DB11782	C3241937	0
DB00945	C0751895	0
DB12128	C0917804	0
DB14870	C0234996	0
DB08868	C1112705	0
DB11782	C1963184	0
DB05016	C2752007	0
DB00292	C1858674	0
DB00806	C0686353	0
DB00554	C1456784	0
DB00753	C0205944	0
DB06789	C3275495	0
DB00797	C1832978	0
DB09048	C0598784	0
DB15189	C1867450	0
DB00715	C0009324	0
DB01191	C0010964	0
DB12095	C3715164	0
DB13725	C0751832	0
DB11694	C0035258	0
DB00465	C1970848	0
DB13725	C0268561	0
DB08142	C0600228	0
DB12463	C0038131	0
DB08867	C0276496	0
DB01115	C1708353	0
DB00985	C2931189	0
DB01395	C1257931	0
DB00603	C0005967	0
DB00909	C0521659	0
DB00909	C0268125	0
DB00754	C0086666	0
DB00296	C0265699	0
DB00331	C0751083	0
DB01018	C4225313	0
DB11644	C0376384	0
DB00715	C3489728	0
DB08868	C0035320	0
DB00511	C0343055	0
DB11950	C4085580	0
DB15027	C0278701	0
DB00401	C3280790	0
DB09022	C1623038	0
DB05737	C0025267	0
DB08868	C0019816	0
DB00603	C4721509	0
DB00331	C1383860	0
DB15035	C0039101	0
DB00540	C0028756	0
DB11991	C0033804	0
DB00296	C1840253	0
DB11644	C0394016	0
DB01189	C2751315	0
DB06637	C0556385	0
DB01115	C0020503	0
DB05087	C0796195	0
DB06240	C0546125	0
DB01191	C3151446	0
DB01396	C2931838	0
DB11644	C2936846	0
DB05289	C0242383	0
DB06240	C3645536	0
DB05087	C0524524	0
DB09291	C0029172	0
DB09119	C0949664	0
DB00795	C3280479	0
DB14872	C0428791	0
DB15293	C0454644	0
DB08882	C0239325	0
DB12000	C1862939	0
DB01191	C1847319	0
DB05289	C4757950	0
DB05737	C0936273	0
DB14872	C0085762	0
DB12010	C0235000	0
DB00712	C0031900	0
DB11778	C0005974	0
DB01261	C3850148	0
DB06176	C0751475	0
DB00917	C0234379	0
DB12233	C4551993	0
DB11991	C0333704	0
DB12233	C1861848	0
DB05737	C1456784	0
DB00909	C0236735	0
DB00659	C3151446	0
DB01028	C0009375	0
DB00834	C0399373	0
DB06766	C3280790	0
DB00909	C4085580	0
DB00586	C0266283	0
DB11699	C0220998	0
DB00270	C0087086	0
DB00909	C0149871	0
DB02383	C1720816	0
DB00396	C0175704	0
DB06595	C0238065	0
DB09290	C0005398	0
DB00598	C0020429	0
DB00419	C0014836	0
DB00390	C0023904	0
DB15170	C0278996	0
DB01115	C0266283	0
DB00343	C1834558	0
DB00797	C3888102	0
DB00280	C0033937	0
DB00321	C3178807	0
DB00975	C0338478	0
DB11922	C0032914	0
DB01068	C0034065	0
DB12105	C0410179	0
DB05289	C0025521	0
DB12614	C3151066	0
DB11893	C0020255	0
DB05737	C0398562	0
DB00396	C0018566	0
DB01069	C0751038	0
DB00929	C0349604	0
DB00972	C4014408	0
DB12887	C0011574	0
DB09290	C0235874	0
DB01244	C2676232	0
DB11694	C0543888	0
DB00668	C0162835	0
DB00603	C3809427	0
DB09119	C0342418	0
DB01599	C1862264	0
DB09068	C4049004	0
DB00829	C3810042	0
DB00598	C3541518	0
DB00794	C0175755	0
DB15358	C1869117	0
DB11640	C2675659	0
DB12778	C0270496	0
DB13256	C2713447	0
DB14019	C2750413	0
DB00262	C1456865	0
DB06586	C0563608	0
DB00393	C0019080	0
DB00343	C1970106	0
DB12233	C0376338	0
DB00907	C0751544	0
DB00659	C4085590	0
DB15327	C0004096	0
DB11909	C0280783	0
DB13725	C0037926	0
DB00294	C0454542	0
DB06176	C0034933	0
DB12971	C0039101	0
DB00908	C0751437	0
DB01023	C0027651	0
DB06185	C3810107	0
DB04878	C0751267	0
DB08329	C3163622	0
DB00715	C0233766	0
DB06766	C1266043	0
DB06083	C0856975	0
DB00536	C2678503	0
DB00907	C0030201	0
DB00390	C0454606	0
DB00270	C0234162	0
DB11909	C0265110	0
DB00904	C4082171	0
DB00904	C0041956	0
DB06262	C0038279	0
DB00476	C0155127	0
DB12113	C0035228	0
DB00370	C4083008	0
DB00768	C1848172	0
DB00668	C3159311	0
DB01191	C0021400	0
DB00482	C0033626	0
DB14019	C0948089	0
DB06176	C0270846	0
DB12000	C0024894	0
DB00393	C0234371	0
DB01104	C0752105	0
DB00622	C1845070	0
DB01246	C4310798	0
DB15323	C0271384	0
DB00950	C1333993	0
DB01261	C0042514	0
DB00795	C0796004	0
DB15323	C0543478	0
DB12095	C0033626	0
DB11893	C1370419	0
DB00283	C0038325	0
DB15027	C0235032	0
DB00368	C3549447	0
DB00683	C0152455	0
DB05016	C4049004	0
DB01083	C0010674	0
DB06586	C0025267	0
DB05737	C1843075	0
DB06191	C0751057	0
DB00396	C0019061	0
DB06197	C0022578	0
DB09022	C0751294	0
DB06789	C0205645	0
DB06288	C0521802	0
DB11762	C0271673	0
DB08439	C1961099	0
DB00950	C1852146	0
DB12463	C0751304	0
DB06700	C1334271	0
DB11991	C0751214	0
DB12353	C0026640	0
DB00270	C0221355	0
DB00404	C0494463	0
DB06262	C0002879	0
DB00712	C4479476	0
DB00950	C1846038	0
DB15327	C3805411	0
DB05015	C0521659	0
DB11778	C0151526	0
DB00917	C3810107	0
DB00472	C0027654	0
DB15499	C4042891	0
DB05220	C0029121	0
DB00280	C0345354	0
DB14872	C0021390	0
DB14218	C0015456	0
DB02383	C0023892	0
DB11759	C0265553	0
DB01261	C0265357	0
DB15035	C1861456	0
DB06203	C0020523	0
DB00536	C0334608	0
DB11782	C0023492	0
DB11694	C1510586	0
DB00292	C0751886	0
DB06637	C2931037	0
DB00404	C0242706	0
DB12686	C0014848	0
DB12522	C0233774	0
DB00554	C4284414	0
DB11991	C0349604	0
DB06580	C0268483	0
DB05983	C0034067	0
DB00554	C2930618	0
DB11922	C0041327	0
DB12778	C0033626	0
DB00283	C1838604	0
DB00465	C0041327	0
DB15323	C0014869	0
DB00331	C1832702	0
DB00476	C0028738	0
DB12121	C0162871	0
DB00461	C1848600	0
DB12635	C0265699	0
DB01236	C0028797	0
DB08882	C0268407	0
DB00482	C1571983	0
DB11991	C0033687	0
DB15293	C1449842	0
DB00343	C0268483	0
DB00465	C0024667	0
DB11841	C0424071	0
DB11909	C2676723	0
DB11986	C2585653	0
DB00280	C0015398	0
DB00390	C1836447	0
DB09022	C0041912	0
DB11759	C0221074	0
DB08882	C0013362	0
DB12021	C1856127	0
DB00929	C1849394	0
DB00377	C0751422	0
DB04832	C0042900	0
DB01069	C1846529	0
DB01246	C1301355	0
DB00316	C0007772	0
DB01148	C0002893	0
DB06119	C3540662	0
DB00818	C0027126	0
DB15189	C0751760	0
DB06775	C0340569	0
DB00985	C0751473	0
DB12105	C0154694	0
DB00661	C4551968	0
DB01078	C0020473	0
DB00292	C0332890	0
DB00945	C0034189	0
DB11640	C0007787	0
DB06240	C0027627	0
DB00673	C1856127	0
DB12105	C0010278	0
DB00476	C2063866	0
DB09053	C4721532	0
DB00598	C4721509	0
DB00367	C0268487	0
DB00806	C0751407	0
DB08868	C3554517	0
DB00296	C1850049	0
DB11778	C2985290	0
DB11917	C0271685	0
DB06176	C0334606	0
DB00945	C0576612	0
DB00393	C3501846	0
DB11917	C0020538	0
DB00321	C1838604	0
DB00270	C0025517	0
DB08142	C1318973	0
DB00396	C0751412	0
DB00557	C0022660	0
DB13074	C4551472	0
DB01233	C0018965	0
DB01104	C0035220	0
DB06753	C0232766	0
DB04851	C0403814	0
DB06645	C4049004	0
DB15358	C4316881	0
DB13467	C2350878	0
DB01069	C0011581	0
DB15035	C0011609	0
DB15358	C0022116	0
DB12000	C1291607	0
DB00929	C0376323	0
DB03310	C0027126	0
DB06282	C0032231	0
DB00465	C3501844	0
DB12686	C0752121	0
DB00461	C0162351	0
DB09048	C0553692	0
DB12233	C0039590	0
DB12463	C0346153	0
DB06185	C0432103	0
DB06717	C0751074	0
DB06645	C0013421	0
DB00370	C1850598	0
DB02383	C0750951	0
DB06603	C0278510	0
DB12353	C0919267	0
DB00292	C3150899	0
DB15323	C0205815	0
