drug	disease	label
DB15189	C1621958	1
DB11762	C1621958	1
DB00262	C1621958	1
DB00818	C0018824	1
DB00661	C0007194	1
DB01069	C0020517	1
DB00950	C0020517	1
DB00283	C0020517	1
DB11591	C0020517	1
DB13679	C0020517	1
DB00972	C0020517	1
DB00341	C0020517	1
DB00748	C0020517	1
DB00985	C0020517	1
DB06282	C0020517	1
DB01246	C0020517	1
DB00668	C0004096	1
DB00555	C0004096	1
DB12522	C0004096	1
DB15027	C0004096	1
DB00401	C0007222	1
DB04944	C0007222	1
DB01244	C0007222	1
DB01078	C0007222	1
DB01599	C0007222	1
DB13467	C0007222	1
DB01023	C0007222	1
DB00393	C0007222	1
DB00270	C0007222	1
DB00511	C0007222	1
DB01396	C0007222	1
DB00661	C0007222	1
DB00797	C0007222	1
DB00381	C0007222	1
DB06262	C0007222	1
DB00806	C0007222	1
DB00598	C0007222	1
DB01115	C0007222	1
DB05294	C0549473	1
DB01261	C0020456	1
DB12121	C0023467	1
DB15189	C0023467	1
DB11759	C0023467	1
DB11782	C0023467	1
DB14770	C0023467	1
DB11830	C0023467	1
DB14829	C0023467	1
DB15499	C0042900	1
DB00633	C0022660	1
DB01599	C0017661	1
DB00795	C0003872	1
DB00390	C0004238	1
DB00908	C0004238	1
DB00343	C0004238	1
DB00661	C0004238	1
DB04855	C0004238	1
DB01115	C0004238	1
DB11869	C1292778	1
DB12209	C0002736	1
DB00262	C0017638	1
DB00622	C0948089	1
DB05737	C0948089	1
DB00283	C0026769	1
DB15170	C0026769	1
DB00484	C0026769	1
DB06637	C0026769	1
DB00341	C0026769	1
DB08868	C0026769	1
DB06262	C0393571	1
DB06775	C0220994	1
DB11992	C0011849	1
DB04876	C0011849	1
DB02383	C0011849	1
DB01023	C0011849	1
DB01261	C0011849	1
DB00633	C0011849	1
DB00975	C0011849	1
DB00661	C0011849	1
DB06335	C0011849	1
DB08882	C0011849	1
DB15293	C0011849	1
DB06203	C0011849	1
DB00331	C0011849	1
DB15323	C0011849	1
DB11950	C0011849	1
DB00806	C0011849	1
DB09022	C0011849	1
DB00370	C0393770	1
DB00425	C0393770	1
DB01175	C0393770	1
DB12032	C0393770	1
DB12887	C0205944	1
DB00945	C0017181	1
DB12010	C0040034	1
DB00536	C0151786	1
DB03310	C3463824	1
DB11869	C3463824	1
DB05220	C3463824	1
DB11759	C3463824	1
DB06191	C3463824	1
DB12563	C0032768	1
DB13074	C0006625	1
DB00351	C0006625	1
DB06645	C0006625	1
DB00540	C0017168	1
DB11699	C0011206	1
DB00753	C0011206	1
DB01236	C0011206	1
DB00633	C0011206	1
DB00818	C0011206	1
DB00292	C0011206	1
DB00806	C0019187	1
DB00829	C0003469	1
DB00557	C0003469	1
DB01175	C0003469	1
DB00668	C0029410	1
DB12887	C0025500	1
DB01083	C0019158	1
DB12121	C0024301	1
DB15035	C0024301	1
DB12887	C0024301	1
DB11759	C0023480	1
DB00368	C0278996	1
DB00661	C0007193	1
DB00661	C0024796	1
DB00484	C0017612	1
DB00555	C0494475	1
DB06700	C0013415	1
DB00476	C0013415	1
DB00683	C0020672	1
DB00633	C0020672	1
DB00818	C0020672	1
DB00351	C0003123	1
DB01599	C0020473	1
DB01261	C0020615	1
DB00419	C0017919	1
DB00908	C0024530	1
DB00950	C0035455	1
DB01069	C0033774	1
DB00950	C0033774	1
DB00768	C0033774	1
DB00283	C0033774	1
DB00904	C0033774	1
DB00557	C0033774	1
DB00341	C0033774	1
DB06282	C0033774	1
DB00950	C2607914	1
DB00768	C2607914	1
DB00283	C2607914	1
DB11591	C2607914	1
DB00972	C2607914	1
DB00341	C2607914	1
DB02712	C0011884	1
DB01069	C0042109	1
DB00950	C0042109	1
DB00283	C0042109	1
DB11591	C0042109	1
DB13679	C0042109	1
DB00557	C0042109	1
DB00341	C0042109	1
DB00748	C0042109	1
DB06282	C0042109	1
DB11922	C0035235	1
DB00321	C0018681	1
DB00465	C0018681	1
DB00316	C0018681	1
DB00586	C0018681	1
DB00603	C0007772	1
DB08867	C0023267	1
DB00904	C0028756	1
DB01148	C0032617	1
DB13725	C0032617	1
DB06775	C0025521	1
DB15293	C0011882	1
DB00476	C0011882	1
DB01189	C1565489	1
DB11782	C0019163	1
DB15293	C0007959	1
DB00806	C1561643	1
DB11917	C0023264	1
DB00262	C0004114	1
DB01599	C0007785	1
DB00393	C0007785	1
DB00945	C0031046	1
DB00776	C0040997	1
DB00904	C0040997	1
DB11830	C0023269	1
DB00586	C0031039	1
DB00351	C0034013	1
DB00622	C0751895	1
DB12135	C0010674	1
DB01396	C0010674	1
DB05016	C0010674	1
DB06195	C0010674	1
DB15403	C0036421	1
DB00683	C0006111	1
DB12005	C0079218	1
DB00668	C0018790	1
DB11644	C0002726	1
DB11644	C0268407	1
DB01244	C0205713	0
DB00661	C0001969	0
DB15357	C0015695	0
DB15293	C0600427	0
DB00536	C0025193	0
DB01148	C0022596	0
DB00797	C0587248	0
DB05983	C0001418	0
DB12000	C0003165	0
DB09214	C0265264	0
DB14829	C0348626	0
DB09039	C0162557	0
DB12291	C1720860	0
DB08439	C1839840	0
DB00367	C4225217	0
DB12021	C0027051	0
DB04876	C1301355	0
DB08142	C0086922	0
DB08882	C0032226	0
DB00377	C1334271	0
DB02383	C0220998	0
DB00909	C1837873	0
DB00715	C0004096	0
DB00945	C4693531	0
DB06282	C0015625	0
DB12565	C0241772	0
DB12291	C0376384	0
DB00262	C4748715	0
DB11841	C1956131	0
DB00768	C0019054	0
DB01395	C1834752	0
DB15189	C0205650	0
DB00603	C0265275	0
DB06176	C1845070	0
DB00603	C0038354	0
DB00381	C0346153	0
DB05983	C0740302	0
DB00622	C0406723	0
DB01068	C0022568	0
DB00393	C0751855	0
DB11992	C0392699	0
DB00472	C0153381	0
DB04855	C0393610	0
DB12000	C0750905	0
DB12128	C2711227	0
DB12121	C3696898	0
DB12121	C3489725	0
DB11640	C1833118	0
DB05737	C0795907	0
DB06603	C0277821	0
DB01148	C0344559	0
DB00472	C0231712	0
DB01028	C0343755	0
DB00341	C3463824	0
DB00586	C3544321	0
DB02383	C0020445	0
DB09068	C0030805	0
DB05608	C0752335	0
DB00476	C0740858	0
DB00909	C4693367	0
DB06185	C0751186	0
DB00419	C4510743	0
DB00536	C3489726	0
DB12000	C0234379	0
DB08867	C0085207	0
DB14019	C0399373	0
DB00929	C0206157	0
DB12522	C1849193	0
DB05087	C0520731	0
DB01018	C1832702	0
DB04944	C0015423	0
DB00393	C0860634	0
DB00908	C0020179	0
DB12021	C0431399	0
DB00465	C0032963	0
DB00904	C0027654	0
DB12353	C0751316	0
DB00586	C3159311	0
DB00555	C0334634	0
DB15327	C0267380	0
DB12105	C0007112	0
DB11991	C0020615	0
DB12686	C0029226	0
DB01191	C0547065	0
DB04876	C3808553	0
DB06603	C0339537	0
DB00283	C0274860	0
DB06195	C0025568	0
DB14218	C1845181	0
DB12000	C0751919	0
DB13074	C3280785	0
DB11991	C4304832	0
DB06645	C0740302	0
DB00907	C0917816	0
DB11830	C0020538	0
DB12463	C2931286	0
DB12135	C1832702	0
DB12105	C1847501	0
DB08439	C4707243	0
DB09022	C3711543	0
DB08439	C1275808	0
DB09022	C0268623	0
DB12135	C0432417	0
DB12522	C0162836	0
DB00768	C4479431	0
DB11759	C1855466	0
DB11675	C0751747	0
DB00929	C1859312	0
DB00381	C0231698	0
DB00795	C1140680	0
DB00465	C0020523	0
DB03310	C0221074	0
DB14870	C3489728	0
DB06288	C0014457	0
DB00754	C0030286	0
DB12944	C0042963	0
DB05983	C0948089	0
DB01599	C0018965	0
DB11762	C0278996	0
DB00472	C0018206	0
DB12121	C0036095	0
DB00555	C0543859	0
DB00390	C0013384	0
DB00668	C0024305	0
DB08329	C0751362	0
DB13725	C0036875	0
DB00377	C0030200	0
DB09290	C0751081	0
DB06288	C2751608	0
DB11675	C1836916	0
DB12113	C0027626	0
DB12836	C0887898	0
DB00557	C1836448	0
DB08439	C0009241	0
DB00377	C0234447	0
DB00368	C4748840	0
DB12021	C0751511	0
DB00343	C4518356	0
DB12971	C0751088	0
DB06717	C0020550	0
DB06637	C1282359	0
DB01069	C0751496	0
DB12353	C3241937	0
DB02712	C0029463	0
DB05087	C0040827	0
DB00368	C4721509	0
DB12594	C0340427	0
DB01599	C0007959	0
DB05737	C3714506	0
DB06195	C0554591	0
DB09291	C0235081	0
DB08142	C0042384	0
DB12121	C4225383	0
DB08867	C0011570	0
DB01018	C0751187	0
DB00555	C4551862	0
DB12635	C1861923	0
DB12010	C0042487	0
DB01175	C1843355	0
DB06262	C0162872	0
DB13256	C0265338	0
DB06288	C4554117	0
DB00401	C0011875	0
DB01028	C0751565	0
DB13725	C3281153	0
DB14870	C0848676	0
DB11859	C0271680	0
DB06262	C0750974	0
DB00294	C0003873	0
DB06586	C1852438	0
DB09290	C0752251	0
DB06240	C0598608	0
DB11699	C0004403	0
DB12778	C0002726	0
DB11922	C0752105	0
DB06753	C0598608	0
DB06262	C2751492	0
DB06176	C4310757	0
DB00818	C0340970	0
DB00393	C0015704	0
DB00818	C1274933	0
DB00633	C0023452	0
DB00349	C0028838	0
DB09048	C1879321	0
DB12128	C0027746	0
DB06203	C0004352	0
DB00797	C1266042	0
DB00472	C0266642	0
DB06586	C0011265	0
DB00972	C0238052	0
DB01599	C3495874	0
DB11869	C0030246	0
DB06335	C1838951	0
DB06191	C0392557	0
DB09053	C0345419	0
DB15189	C0751038	0
DB11699	C0031046	0
DB12233	C0685938	0
DB11759	C3489627	0
DB15189	C4554117	0
DB06789	C0019080	0
DB01018	C0751021	0
DB14770	C4693912	0
DB00715	C1861827	0
DB02712	C0020758	0
DB06197	C0206145	0
DB12021	C1845181	0
DB12614	C0004045	0
DB00950	C1970106	0
DB00511	C1867439	0
DB01191	C0751010	0
DB00794	C4748455	0
DB00945	C4014918	0
DB11640	C2713368	0
DB05087	C0220597	0
DB00748	C0018790	0
DB06775	C0277821	0
DB06335	C3809104	0
DB12005	C0340485	0
DB12778	C4693405	0
DB06580	C0234162	0
DB15358	C4551568	0
DB15323	C0206644	0
DB04455	C1859690	0
DB00908	C1852438	0
DB06288	C1563716	0
DB00368	C2751307	0
DB00370	C0271386	0
DB00908	C0345958	0
DB12005	C0009324	0
DB06176	C0152013	0
DB00797	C0013386	0
DB00753	C4748838	0
DB00683	C0020757	0
DB00367	C0002896	0
DB00273	C3710589	0
DB02383	C1832978	0
DB00945	C0271694	0
DB01189	C1298681	0
DB04953	C4551487	0
DB00586	C0346647	0
DB01115	C4551509	0
DB00404	C0234373	0
DB14872	C1837618	0
DB02712	C0220597	0
DB00806	C1968949	0
DB04953	C0007758	0
DB05015	C3178805	0
DB06753	C0752121	0
DB04878	C0002938	0
DB00753	C0023434	0
DB01261	C0268383	0
DB12778	C3661489	0
DB00377	C0015398	0
DB00540	C4707243	0
DB13679	C0342257	0
DB00316	C0751295	0
DB04851	C4704862	0
DB00776	C4053736	0
DB11759	C3665347	0
DB04851	C0796182	0
DB00754	C0007112	0
DB13725	C0031154	0
DB00818	C0948089	0
DB00396	C2936346	0
DB11893	C1720860	0
DB00907	C0013336	0
DB02712	C0011581	0
DB15027	C1853118	0
DB13679	C0038356	0
DB00273	C1332347	0
DB12522	C3501843	0
DB15357	C0424083	0
DB09039	C0162666	0
DB05294	C3160718	0
DB06717	C4310710	0
DB06753	C0270458	0
DB11986	C0007222	0
DB11759	C0270911	0
DB00598	C0272048	0
DB05087	C0023281	0
DB05016	C0334579	0
DB08439	C0686353	0
DB00834	C1867904	0
DB06335	C0574080	0
DB11841	C0236964	0
DB11759	C1854021	0
DB06083	C0033804	0
DB12233	C1833053	0
DB00555	C0030200	0
DB00748	C0268237	0
DB00754	C0023518	0
DB12000	C0040822	0
DB00472	C0022876	0
DB01083	C1859047	0
DB02712	C0039590	0
DB05289	C0032617	0
DB08882	C0085997	0
DB01599	C4748840	0
DB11992	C0677866	0
DB09048	C4014516	0
DB06176	C0015404	0
DB00972	C0494410	0
DB11841	C0027658	0
DB12010	C0022568	0
DB12778	C1858674	0
DB04455	C1334271	0
DB00712	C0234535	0
DB01148	C3711374	0
DB14829	C0751919	0
DB13467	C1834969	0
DB02383	C4539937	0
DB12000	C0271685	0
DB12563	C0476089	0
DB12113	C3163622	0
DB12463	C1862939	0
DB01396	C1859049	0
DB00806	C1855710	0
DB09039	C0796070	0
DB06119	C3891815	0
DB14218	C0271383	0
DB01083	C0221480	0
DB06700	C0030524	0
DB06083	C0079765	0
DB09291	C0270850	0
DB00904	C0260662	0
DB00472	C0032002	0
DB12686	C0220662	0
DB15027	C0751524	0
DB00794	C3711374	0
DB00331	C3810042	0
DB11644	C0027540	0
DB13679	C0917796	0
DB01083	C4225218	0
DB00586	C0018801	0
DB00341	C0002962	0
DB12021	C0030312	0
DB12778	C0857501	0
DB00341	C0549473	0
DB04832	C2930967	0
DB12565	C0271710	0
DB00598	C2936419	0
DB00554	C4551985	0
DB06176	C0033626	0
DB00270	C0454644	0
DB13256	C4085590	0
DB05087	C3553843	0
DB05294	C0018995	0
DB03310	C1866029	0
DB05737	C0005612	0
DB01023	C0220704	0
DB00484	C0038358	0
DB00367	C0034069	0
DB00482	C2930617	0
DB00472	C1843355	0
DB06083	C1720861	0
DB00797	C0234357	0
DB00343	C0265780	0
DB01396	C0019209	0
DB00331	C1850362	0
DB00401	C3887485	0
DB00754	C0029172	0
DB04455	C0740392	0
DB06595	C1832931	0
DB12686	C0751887	0
DB01599	C0162566	0
DB12594	C2748542	0
DB06766	C0149925	0
DB15027	C0234447	0
DB00281	C0021843	0
DB09022	C0024304	0
DB00316	C0346990	0
DB00794	C0752335	0
DB00273	C0018802	0
DB15170	C0342282	0
DB00712	C0014859	0
DB06645	C4551495	0
DB12353	C0949658	0
DB01104	C0004403	0
DB05016	C1527168	0
DB09291	C0086196	0
DB01599	C0162557	0
DB06637	C0022548	0
DB11694	C1956132	0
DB08868	C0013182	0
DB04878	C0037199	0
DB00321	C3280094	0
DB15170	C0271710	0
DB00511	C1320474	0
DB00829	C0520572	0
DB12095	C0158252	0
DB00367	C0028768	0
DB00795	C0034067	0
DB08867	C0162557	0
DB00377	C0206711	0
DB00273	C0007621	0
DB06586	C1853118	0
DB00292	C1956147	0
DB05289	C0205875	0
DB14829	C0522224	0
DB06240	C0376280	0
DB00985	C0005899	0
DB13074	C4282400	0
DB01083	C0235574	0
DB01023	C4540358	0
DB00465	C4225360	0
DB08329	C0268385	0
DB03310	C0029231	0
DB09022	C0221021	0
DB12121	C0035235	0
DB02712	C0151603	0
DB04839	C0795907	0
DB00598	C0431399	0
DB00472	C0006870	0
DB00975	C0220669	0
DB11869	C0038013	0
DB00349	C0041755	0
DB00950	C1850600	0
DB12291	C1834523	0
DB06753	C0019193	0
DB00603	C0175709	0
DB12635	C0036875	0
DB11694	C0344730	0
DB00834	C0751291	0
DB00633	C0234535	0
DB01236	C0751468	0
DB00280	C1853214	0
DB06191	C0036875	0
DB11830	C1834523	0
DB06191	C0338831	0
DB06185	C0007193	0
DB01104	C1857574	0
DB00370	C0349788	0
DB11991	C0242339	0
DB11644	C2677794	0
DB06262	C1843075	0
DB05608	C0029095	0
DB01148	C2752007	0
DB00985	C2936779	0
DB14770	C1527336	0
DB00633	C0751176	0
DB08882	C0265210	0
DB00633	C0406537	0
DB11694	C0496930	0
DB11778	C3810107	0
DB14829	C0037140	0
DB13074	C1845407	0
DB05016	C0428977	0
DB05289	C0162872	0
DB11762	C3714992	0
DB12463	C0079301	0
DB01189	C2751492	0
DB06637	C0033958	0
DB12463	C0035258	0
DB00972	C0003869	0
DB04839	C0751511	0
DB12113	C0332890	0
DB00797	C0020757	0
DB01396	C0333641	0
DB11640	C4014294	0
DB05087	C0023827	0
DB12135	C0343057	0
DB05015	C0393814	0
