drug	disease	label
DB15189	C1621958	1
DB11762	C1621958	1
DB00262	C1621958	1
DB00818	C0018824	1
DB00661	C0007194	1
DB01069	C0020517	1
DB00950	C0020517	1
DB00283	C0020517	1
DB11591	C0020517	1
DB13679	C0020517	1
DB00972	C0020517	1
DB00341	C0020517	1
DB00748	C0020517	1
DB00985	C0020517	1
DB06282	C0020517	1
DB01246	C0020517	1
DB00668	C0004096	1
DB00555	C0004096	1
DB12522	C0004096	1
DB15027	C0004096	1
DB00401	C0007222	1
DB04944	C0007222	1
DB01244	C0007222	1
DB01078	C0007222	1
DB01599	C0007222	1
DB13467	C0007222	1
DB01023	C0007222	1
DB00393	C0007222	1
DB00270	C0007222	1
DB00511	C0007222	1
DB01396	C0007222	1
DB00661	C0007222	1
DB00797	C0007222	1
DB00381	C0007222	1
DB06262	C0007222	1
DB00806	C0007222	1
DB00598	C0007222	1
DB01115	C0007222	1
DB05294	C0549473	1
DB01261	C0020456	1
DB12121	C0023467	1
DB15189	C0023467	1
DB11759	C0023467	1
DB11782	C0023467	1
DB14770	C0023467	1
DB11830	C0023467	1
DB14829	C0023467	1
DB15499	C0042900	1
DB00633	C0022660	1
DB01599	C0017661	1
DB00795	C0003872	1
DB00390	C0004238	1
DB00908	C0004238	1
DB00343	C0004238	1
DB00661	C0004238	1
DB04855	C0004238	1
DB01115	C0004238	1
DB11869	C1292778	1
DB12209	C0002736	1
DB00262	C0017638	1
DB00622	C0948089	1
DB05737	C0948089	1
DB00283	C0026769	1
DB15170	C0026769	1
DB00484	C0026769	1
DB06637	C0026769	1
DB00341	C0026769	1
DB08868	C0026769	1
DB06262	C0393571	1
DB06775	C0220994	1
DB11992	C0011849	1
DB04876	C0011849	1
DB02383	C0011849	1
DB01023	C0011849	1
DB01261	C0011849	1
DB00633	C0011849	1
DB00975	C0011849	1
DB00661	C0011849	1
DB06335	C0011849	1
DB08882	C0011849	1
DB15293	C0011849	1
DB06203	C0011849	1
DB00331	C0011849	1
DB15323	C0011849	1
DB11950	C0011849	1
DB00806	C0011849	1
DB09022	C0011849	1
DB00370	C0393770	1
DB00425	C0393770	1
DB01175	C0393770	1
DB12032	C0393770	1
DB12887	C0205944	1
DB00945	C0017181	1
DB12010	C0040034	1
DB00536	C0151786	1
DB03310	C3463824	1
DB11869	C3463824	1
DB05220	C3463824	1
DB11759	C3463824	1
DB06191	C3463824	1
DB12563	C0032768	1
DB13074	C0006625	1
DB00351	C0006625	1
DB06645	C0006625	1
DB00540	C0017168	1
DB11699	C0011206	1
DB00753	C0011206	1
DB01236	C0011206	1
DB00633	C0011206	1
DB00818	C0011206	1
DB00292	C0011206	1
DB00806	C0019187	1
DB00829	C0003469	1
DB00557	C0003469	1
DB01175	C0003469	1
DB00668	C0029410	1
DB12887	C0025500	1
DB01083	C0019158	1
DB12121	C0024301	1
DB15035	C0024301	1
DB12887	C0024301	1
DB11759	C0023480	1
DB00368	C0278996	1
DB00661	C0007193	1
DB00661	C0024796	1
DB00484	C0017612	1
DB00555	C0494475	1
DB06700	C0013415	1
DB00476	C0013415	1
DB00683	C0020672	1
DB00633	C0020672	1
DB00818	C0020672	1
DB00351	C0003123	1
DB01599	C0020473	1
DB01261	C0020615	1
DB00419	C0017919	1
DB00908	C0024530	1
DB00950	C0035455	1
DB01069	C0033774	1
DB00950	C0033774	1
DB00768	C0033774	1
DB00283	C0033774	1
DB00904	C0033774	1
DB00557	C0033774	1
DB00341	C0033774	1
DB06282	C0033774	1
DB00950	C2607914	1
DB00768	C2607914	1
DB00283	C2607914	1
DB11591	C2607914	1
DB00972	C2607914	1
DB00341	C2607914	1
DB02712	C0011884	1
DB01069	C0042109	1
DB00950	C0042109	1
DB00283	C0042109	1
DB11591	C0042109	1
DB13679	C0042109	1
DB00557	C0042109	1
DB00341	C0042109	1
DB00748	C0042109	1
DB06282	C0042109	1
DB11922	C0035235	1
DB00321	C0018681	1
DB00465	C0018681	1
DB00316	C0018681	1
DB00586	C0018681	1
DB00603	C0007772	1
DB08867	C0023267	1
DB00904	C0028756	1
DB01148	C0032617	1
DB13725	C0032617	1
DB06775	C0025521	1
DB15293	C0011882	1
DB00476	C0011882	1
DB01189	C1565489	1
DB11782	C0019163	1
DB15293	C0007959	1
DB00806	C1561643	1
DB11917	C0023264	1
DB00262	C0004114	1
DB01599	C0007785	1
DB00393	C0007785	1
DB00945	C0031046	1
DB00776	C0040997	1
DB00904	C0040997	1
DB11830	C0023269	1
DB00586	C0031039	1
DB00351	C0034013	1
DB00622	C0751895	1
DB12135	C0010674	1
DB01396	C0010674	1
DB05016	C0010674	1
DB06195	C0010674	1
DB15403	C0036421	1
DB00683	C0006111	1
DB12005	C0079218	1
DB00668	C0018790	1
DB11644	C0002726	1
DB11644	C0268407	1
DB08868	C0022333	0
DB12614	C0848558	0
DB04855	C0231712	0
DB11869	C0024121	0
DB11909	C0271383	0
DB00484	C4225206	0
DB00661	C0521759	0
DB00465	C1861689	0
DB09053	C4479476	0
DB00603	C0278510	0
DB12113	C0751292	0
DB13256	C0524662	0
DB00270	C0282548	0
DB00909	C0035078	0
DB12291	C0740391	0
DB15027	C0027707	0
DB00794	C0024713	0
DB04851	C4048158	0
DB00904	C1858558	0
DB06586	C0751474	0
DB00794	C0751733	0
DB01023	C1842534	0
DB04455	C0270763	0
DB05015	C0494261	0
DB06191	C0032460	0
DB12010	C0342282	0
DB11694	C0751081	0
DB00425	C0038002	0
DB11694	C0002514	0
DB12971	C0282126	0
DB01191	C0032285	0
DB00768	C0034065	0
DB01236	C1292779	0
DB00794	C4746985	0
DB00396	C0750937	0
DB00343	C4011403	0
DB11986	C1449843	0
DB15403	C0343097	0
DB14770	C0268149	0
DB02712	C0020557	0
DB12095	C0020445	0
DB00349	C0399372	0
DB06580	C0013080	0
DB00368	C0024121	0
DB00296	C4748838	0
DB06282	C0876994	0
DB15027	C0393787	0
DB01078	C0751038	0
DB00461	C0035258	0
DB00929	C0004153	0
DB06753	C0085602	0
DB00368	C1800706	0
DB12594	C0274861	0
DB04953	C0155536	0
DB12209	C0334609	0
DB00540	C0011303	0
DB02383	C0751294	0
DB00280	C1956346	0
DB12000	C0028960	0
DB11782	C0751858	0
DB00370	C1849193	0
DB12594	C0266453	0
DB01175	C4552091	0
DB01261	C0008925	0
DB04855	C0338575	0
DB12010	C4505353	0
DB15327	C0175755	0
DB14019	C1857586	0
DB00321	C0206711	0
DB11644	C0158981	0
DB15170	C1335302	0
DB00622	C0024667	0
DB00909	C1833118	0
DB08867	C0566602	0
DB05289	C3151446	0
DB12005	C4016054	0
DB12291	C0014072	0
DB00461	C4304832	0
DB12745	C0079740	0
DB05220	C2749022	0
DB15170	C4721508	0
DB12005	C0917805	0
DB00794	C0521756	0
DB06637	C0026985	0
DB11841	C0155536	0
DB12135	C0024301	0
DB12209	C4014869	0
DB12614	C1857777	0
DB12522	C4554036	0
DB13679	C0085084	0
DB05983	C3501844	0
DB11778	C0555198	0
DB13725	C0152423	0
DB00748	C0079773	0
DB06580	C3554225	0
DB00818	C1832855	0
DB13256	C1858424	0
DB00794	C0020758	0
DB00908	C1334968	0
DB12021	C0027659	0
DB00280	C0003486	0
DB00270	C3714208	0
DB01068	C3495676	0
DB02383	C0039101	0
DB11992	C0086196	0
DB06185	C0042842	0
DB00668	C0019569	0
DB00262	C0155536	0
DB06766	C0149519	0
DB00622	C0238288	0
DB11917	C0271527	0
DB15499	C0521174	0
DB00794	C0162671	0
DB11922	C0006118	0
DB01083	C0473546	0
DB04876	C0162872	0
DB13256	C2673630	0
DB00351	C4721845	0
DB00393	C0234378	0
DB11991	C0263454	0
DB00484	C0043020	0
DB12686	C3151355	0
DB06197	C0376300	0
DB01191	C0242698	0
DB12745	C0751468	0
DB11841	C1961099	0
DB01018	C0035455	0
DB00554	C0751010	0
DB05737	C0238281	0
DB00316	C0399367	0
DB06191	C3891815	0
DB11992	C1565885	0
DB00393	C0020437	0
DB05016	C0472381	0
DB06262	C2931037	0
DB05289	C0010474	0
DB12209	C0751565	0
DB04878	C0028797	0
DB13256	C0221169	0
DB11841	C0022116	0
DB09048	C0234376	0
DB06083	C0022568	0
DB00633	C0235480	0
DB12010	C4014742	0
DB04455	C0036983	0
DB00476	C0234247	0
DB12778	C1527304	0
DB08439	C0043202	0
DB05983	C1328840	0
DB00281	C0221026	0
DB00975	C0006870	0
DB00917	C0007282	0
DB12233	C0432197	0
DB00557	C0010674	0
DB00659	C3661489	0
DB00555	C1328840	0
DB00316	C0020456	0
DB06603	C0233776	0
DB09290	C0877792	0
DB11986	C0729353	0
DB00712	C0151786	0
DB13679	C2750078	0
DB00603	C1956147	0
DB06119	C0027126	0
DB12353	C1449563	0
DB11909	C0259783	0
DB00294	C0041955	0
DB09039	C0205646	0
DB01191	C1849813	0
DB01018	C1527352	0
DB00341	C0079747	0
DB01068	C0036690	0
DB00294	C2931367	0
DB15499	C0019207	0
DB15323	C2718067	0
DB06282	C0949496	0
DB02383	C3553944	0
DB05608	C0233762	0
DB01244	C0022568	0
DB01246	C0005974	0
DB12021	C0752347	0
DB00985	C0268467	0
DB06700	C0346647	0
DB09290	C0013386	0
DB00598	C2936837	0
DB00370	C4706677	0
DB05016	C0151888	0
DB09290	C1837618	0
DB00945	C0268318	0
DB12353	C0427169	0
DB11703	C0010606	0
DB05015	C0151603	0
DB12353	C4551862	0
DB00367	C0021846	0
DB12594	C1527335	0
DB13467	C2751608	0
DB01083	C0018932	0
DB14770	C1843920	0
DB00296	C4225193	0
DB11830	C0431406	0
DB11778	C3463824	0
DB00748	C1836916	0
DB05016	C0349217	0
DB00511	C0751010	0
DB01191	C0029459	0
DB04876	C0271387	0
DB12614	C2675659	0
DB14019	C0343055	0
DB12836	C0543478	0
DB00806	C0432197	0
DB05983	C0497406	0
DB09119	C0751010	0
DB00555	C3502492	0
DB00393	C2931216	0
DB00381	C0343047	0
DB00683	C0007282	0
DB06335	C0024809	0
DB01028	C1956130	0
DB01104	C1623209	0
DB01104	C0162674	0
DB11992	C1565951	0
DB06282	C0280785	0
DB00818	C3159311	0
DB08329	C0036118	0
DB09068	C1853118	0
DB15499	C1852438	0
DB11675	C0239325	0
DB06240	C4014641	0
DB12778	C3150343	0
DB11950	C0700053	0
DB09214	C0544668	0
DB11859	C0342302	0
DB00465	C0034933	0
DB00390	C0025312	0
DB00753	C3151189	0
DB12522	C0020796	0
DB04839	C1527337	0
DB14829	C0022665	0
DB14723	C0423618	0
DB01148	C0028797	0
DB09022	C0015696	0
DB11922	C0233514	0
DB12353	C2936816	0
DB00668	C0032617	0
DB14019	C3860213	0
DB09214	C1956147	0
DB00536	C0751294	0
DB00367	C1839928	0
DB09053	C0037579	0
DB00370	C0751415	0
DB01599	C0019100	0
DB12944	C1720859	0
DB00909	C3542501	0
DB14218	C0024713	0
DB12522	C0235078	0
DB00536	C0018799	0
DB15499	C1563709	0
DB00603	C1565951	0
DB12010	C0162530	0
DB08439	C4551863	0
DB06203	C2936837	0
DB12522	C0949496	0
DB13256	C3280785	0
DB12594	C0392699	0
DB15035	C0271623	0
DB06603	C0221355	0
DB12745	C3805278	0
DB00929	C1333991	0
DB00377	C0025637	0
DB00296	C0472381	0
DB00945	C4722277	0
DB12105	C0008625	0
DB11992	C0340427	0
DB00950	C4016325	0
DB01115	C0242461	0
DB00511	C0272199	0
DB00341	C0005398	0
DB01068	C0751294	0
DB15189	C4721411	0
DB00829	C0006111	0
DB08329	C0236736	0
DB15027	C4085590	0
DB00598	C0240952	0
DB01028	C1863999	0
DB06195	C0011570	0
DB13467	C4721453	0
DB00465	C0376407	0
DB11830	C0025202	0
DB12686	C0023467	0
DB14829	C1858501	0
DB01023	C1510450	0
DB12745	C1858674	0
DB00633	C0236804	0
DB05015	C4316903	0
DB15035	C0022658	0
DB00283	C0751509	0
DB06185	C1861456	0
DB11986	C0936247	0
DB08868	C0021841	0
DB09048	C0023186	0
DB00753	C1720816	0
DB09214	C0917730	0
DB06645	C0393814	0
DB00331	C0021400	0
DB00262	C0020452	0
DB05087	C1859049	0
DB00484	C0022661	0
DB14723	C0001430	0
DB15358	C1527383	0
DB01191	C0751362	0
DB00748	C0496930	0
DB11893	C0027125	0
DB06185	C0025322	0
DB06586	C0432090	0
DB06288	C3696898	0
DB00797	C0340630	0
DB01023	C0022660	0
DB08329	C0454597	0
DB00659	C0013421	0
DB11859	C3710589	0
DB00776	C0206157	0
DB06282	C1535926	0
DB00425	C0027126	0
DB06789	C0857501	0
DB00794	C0271387	0
DB14019	C0496899	0
DB00536	C3553886	0
DB15327	C0270948	0
DB06185	C0259783	0
DB00668	C0149958	0
DB01175	C1855304	0
DB15293	C0273115	0
DB00370	C2751764	0
DB04876	C4721436	0
DB11841	C1266043	0
DB00712	C1859726	0
DB06197	C0023891	0
DB00909	C1862264	0
DB01236	C0234238	0
DB00555	C0042109	0
DB05289	C0025363	0
DB11640	C0473546	0
DB01191	C4049005	0
DB05289	C0231695	0
DB09291	C0007873	0
DB00540	C0030246	0
DB11675	C0151857	0
DB00425	C0025267	0
DB12010	C0344479	0
DB00554	C0729353	0
DB00673	C0853193	0
DB04839	C0018824	0
DB12594	C4755257	0
DB06083	C1857811	0
DB04878	C0007758	0
DB09119	C0031190	0
DB11675	C1704230	0
DB09290	C0002938	0
DB06191	C1704230	0
DB01023	C0343047	0
DB00753	C1853198	0
DB00929	C0557874	0
DB11694	C2931753	0
DB15327	C1849813	0
DB00557	C0271650	0
DB13679	C0751365	0
DB00555	C0751422	0
DB14019	C0877781	0
DB00280	C0740345	0
DB06645	C0042133	0
DB05087	C0205645	0
DB15035	C0014550	0
DB09119	C0233766	0
DB06083	C0024138	0
DB05087	C3151139	0
DB12121	C0005910	0
DB11675	C4747743	0
DB06240	C0042138	0
DB00404	C0271527	0
DB12135	C0031511	0
DB12095	C0007194	0
DB00661	C0017920	0
DB00281	C0751830	0
DB11841	C1321551	0
DB09290	C0266642	0
DB06282	C0265535	0
DB01395	C2937358	0
DB00331	C0752282	0
DB01191	C4547080	0
DB05289	C2750067	0
DB06766	C4074771	0
DB08868	C0751958	0
DB12209	C1136210	0
DB06637	C0236735	0
DB12563	C0339537	0
DB00950	C0020302	0
DB11992	C3714756	0
DB00768	C0009375	0
DB12971	C0034063	0
DB12563	C4049004	0
DB02712	C0340970	0
DB00283	C1135196	0
DB15357	C2930844	0
DB12887	C0458259	0
DB11909	C0079740	0
DB00806	C3489728	0
DB04944	C1565951	0
DB00972	C0751192	0
DB00659	C0014170	0
DB12836	C0027720	0
DB08439	C1846896	0
DB05087	C0265264	0
DB11909	C3502353	0
DB11991	C0086432	0
DB00465	C4225193	0
DB00292	C3809427	0
DB04878	C0030200	0
DB00776	C0023485	0
DB00270	C0432417	0
DB15499	C0751186	0
DB12021	C3714756	0
DB00349	C0027697	0
DB15358	C0018273	0
DB00633	C0349639	0
DB00673	C4707243	0
DB02712	C1869115	0
DB14870	C4310809	0
DB00270	C0268561	0
DB06119	C0752107	0
DB00909	C0026141	0
DB04953	C0751262	0
DB05289	C0017168	0
DB09214	C3281191	0
DB00555	C0234378	0
DB15170	C0221056	0
DB14770	C0178416	0
DB12463	C0030193	0
DB06753	C0971858	0
DB09214	C4746985	0
DB00683	C3711374	0
DB09291	C0272236	0
DB13467	C3888087	0
DB11644	C4551966	0
DB00908	C0344724	0
DB01069	C0032617	0
DB05289	C3178807	0
DB15499	C0015696	0
DB04953	C0002962	0
DB11640	C0205696	0
DB01078	C0848676	0
DB15293	C0393610	0
DB15327	C0393734	0
DB06203	C0948480	0
DB11759	C0018672	0
DB01083	C0520966	0
DB00748	C0268386	0
DB00668	C4521481	0
DB04944	C1527197	0
DB00834	C1855179	0
DB00381	C0205852	0
DB14829	C0268490	0
DB00484	C0751110	0
DB15403	C0279628	0
