drug	disease	label
DB15189	C0376358	1
DB01233	C0376358	1
DB15327	C0376358	1
DB13679	C0376358	1
DB12522	C0023895	1
DB12778	C0023895	1
DB12614	C0032285	1
DB05087	C0037769	1
DB00753	C0151744	1
DB04839	C0032460	1
DB01395	C0032460	1
DB00396	C0032460	1
DB01261	C0032460	1
DB00294	C0032460	1
DB08882	C0032460	1
DB01175	C0032460	1
DB00975	C1956346	1
DB05737	C1956346	1
DB12971	C1956346	1
DB00292	C1956346	1
DB01189	C1956346	1
DB12000	C1956346	1
DB00753	C1956346	1
DB11909	C1956346	1
DB00715	C1956346	1
DB01236	C1956346	1
DB01083	C2711227	1
DB00331	C0026640	1
DB01599	C0022658	1
DB15170	C0022658	1
DB05737	C0022658	1
DB12778	C0022658	1
DB06197	C0033860	1
DB15027	C0033860	1
DB06083	C0033860	1
DB12522	C0033860	1
DB06176	C0079772	1
DB05015	C0079772	1
DB11644	C0878544	1
DB00390	C0018802	1
DB05220	C0007112	1
DB00907	C0037199	1
DB06191	C0023418	1
DB06185	C0023418	1
DB11778	C0023418	1
DB03310	C0023418	1
DB00377	C0023418	1
DB00673	C0023418	1
DB11869	C0023418	1
DB11830	C0024299	1
DB06185	C0024299	1
DB00673	C0024299	1
DB00367	C0019693	1
DB00294	C0019693	1
DB00419	C0019693	1
DB06580	C0019693	1
DB00945	C0005695	1
DB08142	C0023434	1
DB11703	C0023434	1
DB11830	C0023434	1
DB06185	C0023434	1
DB12121	C0023434	1
DB15499	C0023434	1
DB09053	C0023434	1
DB12021	C0023434	1
DB04944	C0023434	1
DB15035	C0023434	1
DB06603	C0026764	1
DB14829	C0026764	1
DB11778	C0026764	1
DB00262	C0026764	1
DB12005	C0026764	1
DB11991	C0026764	1
DB11869	C0026764	1
DB00262	C0025149	1
DB11762	C1621958	1
DB15189	C1621958	1
DB00262	C1621958	1
DB00351	C0021051	1
DB00818	C0018824	1
DB00661	C0007194	1
DB00283	C1527304	1
DB00950	C1527304	1
DB01069	C1527304	1
DB00985	C1527304	1
DB00748	C1527304	1
DB06282	C1527304	1
DB11591	C1527304	1
DB01246	C1527304	1
DB00972	C1527304	1
DB13679	C1527304	1
DB00341	C1527304	1
DB00555	C0004096	1
DB00668	C0004096	1
DB15027	C0004096	1
DB12522	C0004096	1
DB00661	C0007222	1
DB01023	C0007222	1
DB01599	C0007222	1
DB00511	C0007222	1
DB01244	C0007222	1
DB00393	C0007222	1
DB00806	C0007222	1
DB00598	C0007222	1
DB00270	C0007222	1
DB01078	C0007222	1
DB01115	C0007222	1
DB00381	C0007222	1
DB00797	C0007222	1
DB04944	C0007222	1
DB00401	C0007222	1
DB13467	C0007222	1
DB01396	C0007222	1
DB05294	C0549473	1
DB01261	C0020456	1
DB14770	C0023467	1
DB14829	C0023467	1
DB11830	C0023467	1
DB11782	C0023467	1
DB12121	C0023467	1
DB11759	C0023467	1
DB15499	C0042900	1
DB00633	C0022660	1
DB01599	C0017661	1
DB00795	C0003872	1
DB00661	C0004238	1
DB00390	C0004238	1
DB04855	C0004238	1
DB00908	C0004238	1
DB00343	C0004238	1
DB01115	C0004238	1
DB12209	C0002736	1
DB00262	C0017638	1
DB05737	C0948089	1
DB00622	C0948089	1
DB00283	C0026769	1
DB08868	C0026769	1
DB15170	C0026769	1
DB06637	C0026769	1
DB00341	C0026769	1
DB06775	C0220994	1
DB09022	C0011849	1
DB00661	C0011849	1
DB11992	C0011849	1
DB01023	C0011849	1
DB15323	C0011849	1
DB02383	C0011849	1
DB06203	C0011849	1
DB04876	C0011849	1
DB00975	C0011849	1
DB06335	C0011849	1
DB00806	C0011849	1
DB01261	C0011849	1
DB11950	C0011849	1
DB00331	C0011849	1
DB00633	C0011849	1
DB15293	C0011849	1
DB08882	C0011849	1
DB00425	C0393770	1
DB00370	C0393770	1
DB12032	C0393770	1
DB01175	C0393770	1
DB12887	C0205944	1
DB00945	C0017181	1
DB12010	C0040034	1
DB00536	C0151786	1
DB06191	C3463824	1
DB03310	C3463824	1
DB05220	C3463824	1
DB11759	C3463824	1
DB11869	C3463824	1
DB12563	C0032768	1
DB00351	C0006625	1
DB06645	C0006625	1
DB13074	C0006625	1
DB00540	C0017168	1
DB00292	C0011206	1
DB11699	C0011206	1
DB00753	C0011206	1
DB00633	C0011206	1
DB00818	C0011206	1
DB01236	C0011206	1
DB00829	C0003469	1
DB00557	C0003469	1
DB01175	C0003469	1
DB00668	C0029410	1
DB12887	C0025500	1
DB01083	C0019158	1
DB12887	C0024301	1
DB12121	C0024301	1
DB15035	C0024301	1
DB11759	C0023480	1
DB00368	C0278996	1
DB00661	C0007193	1
DB00555	C0494475	1
DB06700	C0013415	1
DB00476	C0013415	1
DB00683	C0020672	1
DB00633	C0020672	1
DB00818	C0020672	1
DB00351	C0003123	1
DB01599	C0020473	1
DB01261	C0020615	1
DB00419	C0017919	1
DB00908	C0024530	1
DB00950	C0035455	1
DB00904	C0033774	1
DB00283	C0033774	1
DB00950	C0033774	1
DB01069	C0033774	1
DB00557	C0033774	1
DB06282	C0033774	1
DB00768	C0033774	1
DB00341	C0033774	1
DB00283	C2607914	1
DB00950	C2607914	1
DB11591	C2607914	1
DB00972	C2607914	1
DB00768	C2607914	1
DB00341	C2607914	1
DB02712	C0011884	1
DB00283	C0042109	1
DB00950	C0042109	1
DB01069	C0042109	1
DB00557	C0042109	1
DB00748	C0042109	1
DB06282	C0042109	1
DB11591	C0042109	1
DB13679	C0042109	1
DB00341	C0042109	1
DB11922	C0035235	1
DB00321	C0018681	1
DB00586	C0018681	1
DB00465	C0018681	1
DB00316	C0018681	1
DB00603	C0007772	1
DB08867	C0023267	1
DB00904	C0028756	1
DB13725	C0032617	1
DB01148	C0032617	1
DB06775	C0025521	1
DB15293	C0011882	1
DB00476	C0011882	1
DB01189	C1565489	1
DB11782	C0019163	1
DB15293	C0007959	1
DB11917	C0023264	1
DB00262	C0004114	1
DB01599	C0007785	1
DB00393	C0007785	1
DB00904	C0040997	1
DB00776	C0040997	1
DB11830	C0023269	1
DB00586	C0031039	1
DB00351	C0034013	1
DB00622	C0751895	1
DB05016	C0010674	1
DB06195	C0010674	1
DB12135	C0010674	1
DB01396	C0010674	1
DB00683	C0006111	1
DB12005	C0079218	1
DB00668	C0018790	1
DB11644	C0002726	1
DB11644	C0268407	1
DB00985	C2931367	0
DB11950	C0018799	0
DB00292	C0554591	0
DB12291	C3463992	0
DB01599	C0243057	0
DB06700	C2676024	0
DB12209	C0032897	0
DB06240	C0033578	0
DB00341	C0750940	0
DB00343	C0233763	0
DB00540	C1266042	0
DB15403	C0024517	0
DB11699	C0428908	0
DB11909	C0079745	0
DB00768	C0343755	0
DB15327	C0003257	0
DB00661	C2676723	0
DB01246	C2750720	0
DB11893	C0011884	0
DB09068	C0220697	0
DB00950	C0040053	0
DB01175	C0036572	0
DB00950	C3151268	0
DB00985	C0024306	0
DB03310	C0003493	0
DB09022	C0019151	0
DB11699	C0040427	0
DB00262	C3710589	0
DB04855	C0087012	0
DB06595	C0392514	0
DB00292	C3280240	0
DB00294	C0347515	0
DB06185	C0004903	0
DB09053	C0027819	0
DB11922	C0003467	0
DB12291	C0848558	0
DB00972	C0205824	0
DB01396	C0424068	0
DB06185	C0004096	0
DB08142	C1449842	0
DB09039	C1864389	0
DB06335	C0312854	0
DB11917	C0887799	0
DB15357	C1838979	0
DB09119	C0559470	0
DB00712	C1844376	0
DB00975	C0266283	0
DB06240	C0024299	0
DB06717	C1844376	0
DB05220	C4041558	0
DB12021	C0877848	0
DB05015	C0020517	0
DB13256	C0037926	0
DB00476	C0235044	0
DB05220	C1321551	0
DB12010	C0270960	0
DB00296	C0037822	0
DB01236	C3553859	0
DB01069	C1970859	0
DB01396	C1838440	0
DB12778	C0271271	0
DB11909	C3553944	0
DB05015	C0014518	0
DB01395	C1832708	0
DB00904	C0008372	0
DB14723	C0162809	0
DB11759	C0005586	0
DB09039	C4317109	0
DB00603	C0149721	0
DB14872	C0023014	0
DB05015	C0023014	0
DB12971	C0014170	0
DB06789	C0022116	0
DB09053	C0013264	0
DB01148	C3887640	0
DB00929	C2239176	0
DB09039	C4551966	0
DB00929	C0005974	0
DB12745	C0206157	0
DB05294	C0038644	0
DB00419	C3279754	0
DB12836	C0004444	0
DB12944	C2931574	0
DB14872	C0342282	0
DB12005	C3489396	0
DB00909	C0566602	0
DB00292	C0422855	0
DB13074	C0234377	0
DB00283	C0000768	0
DB02712	C1837008	0
DB00536	C0030044	0
DB00425	C0751214	0
DB00465	C1848600	0
DB13256	C0149745	0
DB12291	C0221757	0
DB00555	C0005683	0
DB00296	C1275278	0
DB09053	C0334609	0
DB00393	C0752347	0
DB00270	C0752252	0
DB09290	C0205649	0
DB11869	C0028838	0
DB14019	C1135745	0
DB01233	C0030044	0
DB13467	C0030246	0
DB04944	C0035334	0
DB00476	C0031039	0
DB11699	C1834969	0
DB14723	C0033141	0
DB01018	C0151879	0
DB00461	C0752196	0
DB15403	C0015423	0
DB05220	C0175700	0
DB05737	C0729353	0
DB06586	C0278110	0
DB00668	C0205646	0
DB11762	C0205734	0
DB06195	C0005129	0
DB00425	C1708353	0
DB00929	C2752007	0
DB14872	C0149871	0
DB00661	C1861827	0
DB12010	C0026640	0
DB09214	C0270855	0
DB15205	C1565950	0
DB12353	C0205699	0
DB12233	C1720861	0
DB00909	C0010964	0
DB15189	C0035412	0
DB00794	C0036529	0
DB11991	C0023186	0
DB00472	C0005612	0
DB09119	C0752100	0
DB00603	C1176475	0
DB00917	C0740392	0
DB14829	C0268505	0
DB00511	C0278701	0
DB06083	C2239176	0
DB12095	C1850362	0
DB01023	C0016978	0
DB09068	C0042769	0
DB06775	C0027947	0
DB13725	C1319315	0
DB11640	C1854369	0
DB04878	C4748152	0
DB00603	C0236964	0
DB11950	C1879286	0
DB11893	C0376359	0
DB00316	C3241937	0
DB12005	C0013274	0
DB11830	C0422853	0
DB11782	C4284414	0
DB11991	C4551485	0
DB12887	C0205824	0
DB06603	C4721845	0
DB00712	C3888087	0
DB06185	C0234784	0
DB12635	C0025202	0
DB06586	C0022548	0
DB00950	C0002878	0
DB00461	C4551898	0
DB09119	C0000786	0
DB00661	C0018995	0
DB12836	C0740340	0
DB00753	C0231698	0
DB01244	C0752105	0
DB01246	C0162872	0
DB01396	C0005859	0
DB00564	C0002726	0
DB00482	C0023493	0
DB00296	C0008149	0
DB12944	C0750951	0
DB06185	C0085215	0
DB12032	C1846707	0
DB06335	C4225330	0
DB11841	C0270960	0
DB12021	C0543888	0
DB06775	C0027765	0
DB01175	C3151228	0
DB00929	C0684249	0
DB12353	C0751475	0
DB01083	C1868570	0
DB01191	C0018818	0
DB15358	C4016325	0
DB00908	C3714542	0
DB00296	C0085996	0
DB14872	C0013170	0
DB00321	C1869115	0
DB12971	C2350878	0
DB05220	C0751958	0
DB09290	C0860207	0
DB11841	C0000786	0
DB15189	C0023015	0
DB08882	C0751217	0
DB12614	C1854369	0
DB00482	C0025945	0
DB15323	C0162820	0
DB00425	C1568247	0
DB00465	C0751083	0
DB13725	C4505353	0
DB12233	C1704417	0
DB00461	C0274861	0
DB12745	C0025568	0
DB05294	C0524662	0
DB00975	C2718078	0
DB05737	C4721508	0
DB15499	C0020445	0
DB12121	C0242684	0
DB04944	C0685938	0
DB01018	C0242973	0
DB00401	C2678476	0
DB12095	C1563709	0
DB12594	C0031099	0
DB00465	C1257925	0
DB00367	C1968602	0
DB11644	C0263666	0
DB00603	C4748152	0
DB06637	C0751093	0
DB12887	C0852283	0
DB00768	C0524620	0
DB11859	C0022116	0
DB00349	C0242422	0
DB00296	C0035334	0
DB12944	C0454655	0
DB01148	C0029927	0
DB08882	C4552091	0
DB00929	C0032914	0
DB00748	C1867439	0
DB12971	C0079747	0
DB00904	C0024299	0
DB06203	C4748768	0
DB01068	C0554591	0
DB00536	C4228778	0
DB06083	C4551985	0
DB00829	C2751321	0
DB00564	C3661489	0
DB00908	C0339537	0
DB12095	C0031039	0
DB12614	C1854260	0
DB14870	C0399372	0
DB00806	C3809104	0
DB12522	C0458259	0
DB15170	C0520459	0
DB11675	C1955870	0
DB15027	C2931150	0
DB00633	C4014578	0
DB12135	C1845407	0
DB00794	C0019569	0
DB00370	C0234247	0
DB00668	C0024121	0
DB00536	C1843355	0
DB01244	C0000772	0
DB12971	C1136210	0
DB00661	C0282548	0
DB09022	C0025290	0
DB12522	C0563661	0
DB01236	C0013222	0
DB01233	C0267380	0
DB06789	C0271673	0
DB00281	C0022660	0
DB00715	C1862262	0
DB14872	C0002622	0
DB00950	C0009421	0
DB11644	C4551968	0
DB01083	C1327918	0
DB12353	C0422850	0
DB00349	C0520572	0
DB04851	C1168401	0
DB00472	C1527311	0
DB09214	C0032963	0
DB04855	C1112155	0
DB14829	C0152171	0
DB04839	C0002991	0
DB01023	C0030312	0
DB05087	C0600427	0
DB00622	C0524611	0
DB15327	C0034189	0
DB00370	C0242380	0
DB06586	C0020500	0
DB12944	C1864818	0
DB06603	C1843807	0
DB01233	C0549423	0
DB00909	C4748840	0
DB05737	C0432090	0
DB11762	C0265220	0
DB05016	C0458259	0
DB12105	C0206711	0
DB02712	C0454596	0
DB01189	C0751857	0
DB00316	C1449843	0
DB12032	C0751120	0
DB00476	C1449563	0
DB00381	C0001956	0
DB00776	C1332965	0
DB06197	C0038454	0
DB14870	C0265219	0
DB11699	C0424068	0
DB11922	C0338488	0
DB00393	C0005859	0
DB00321	C0037286	0
DB00683	C4706677	0
DB15027	C0751074	0
DB06580	C0007787	0
DB00818	C0001624	0
DB12032	C4693405	0
DB00557	C1845668	0
DB01599	C0242426	0
DB06766	C0271527	0
DB01018	C0392699	0
DB12113	C0007370	0
DB00806	C3495587	0
DB00794	C0751634	0
DB06288	C0685786	0
DB00472	C0334610	0
DB00461	C0035828	0
DB01189	C0009917	0
DB00712	C0023466	0
DB00753	C0751120	0
DB00419	C0749424	0
DB00715	C0206245	0
DB01069	C0242423	0
DB14872	C1721006	0
DB00945	C3810107	0
DB00975	C4225275	0
DB11644	C0015530	0
DB05608	C0750901	0
DB00465	C0019054	0
DB00472	C0206656	0
DB14019	C4014641	0
DB12021	C2931218	0
DB00633	C0007138	0
DB09039	C0154682	0
DB12594	C1838604	0
DB06753	C2676024	0
DB05983	C0011616	0
DB00795	C0013990	0
DB00511	C0013384	0
DB11703	C0086439	0
DB00273	C0427128	0
DB00659	C3203102	0
DB06603	C0234375	0
DB06717	C0494475	0
DB12000	C0003165	0
DB00270	C1176475	0
DB00511	C0037997	0
DB13256	C0543478	0
DB00834	C0339985	0
DB00368	C1257964	0
DB00929	C1510497	0
DB00331	C2936904	0
DB01395	C0011849	0
DB00904	C0000768	0
DB04455	C1859727	0
DB05015	C1568247	0
DB05294	C0266667	0
DB11640	C0003811	0
DB01069	C0027947	0
DB12594	C0002735	0
DB00540	C4225314	0
DB06288	C0234377	0
DB12594	C1141890	0
DB00294	C0334605	0
DB05294	C0233477	0
DB01261	C4053736	0
DB01148	C1266043	0
DB13467	C0034933	0
DB00404	C0346627	0
DB14872	C4310656	0
DB00472	C1864839	0
DB06195	C1266043	0
DB00294	C1855304	0
DB11950	C0009952	0
DB00598	C0751074	0
DB12971	C0034065	0
DB05294	C1834523	0
DB14829	C0234371	0
DB12522	C0030567	0
DB05015	C0079297	0
DB11869	C0003838	0
DB12353	C0079740	0
DB11917	C0399372	0
DB13467	C0334634	0
DB08867	C0751122	0
DB01261	C1858516	0
DB00425	C1970848	0
DB00554	C4225303	0
